ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,fuel_system,transmission,drive_type,fuel_consumption,describe,brand,grade,year_of_manufacture,car_name,price,url
4808407,Imported,Used car,SUV,"74,000 Km",White,Black,5-door,7-seat,Diesel	2.2 L,,Automatic,RFD - Rear-wheel drive,L/100Km,"Selling a ford everest car manufactured late 2016, imported automatic version 2.2, private name, one owner, registered from new, extremely new car, auto progress auto, selling car with warranty, support market, transfer title, bank loan, quick application procedures Please contact directly. Thank you",Ford,Everest,2016.0,Ford Everest Titanium 2.2L 4x2 AT 2016,800000000,https://bonbanh.com/xe-ford-everest-titanium-2.2l-4x2-at-2016-4808407
4809035,Domestic assembly,Used car,Sedan,"55,000 Km",Black,Black,4-door,5-seat,Petrol	1.8 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Looking for the latest chevrolet cruze ltz 1.8 AT 2018 with 5.5v km running in Vietnam! Hurry up and move your pile. I need to find an opponent for him. Chevrolet Orlando 1.8 AT 2018 runs 5.5 km like new. The vehicle has the owner's personal name and city license plate. Use new words! chevrolet cruze 2018 1.8 AT od 5.5v km ✓ Black color / black interior according to the car ✓ 2018 male registration full company history RECEIVED EARLY DEPOSIT TO KEEP THE CAR AND THE BEST PRICE! ---- # viet 3s auto ☀ Written commitment to quality ☀ Support for bank loans and name transfer procedures. ☀Supports nationwide inspection/testing. ☀Support 70-75% installment payment, maximum 6-7 years (No need to prove income) Just have: (30%) to have the car to pay. 200 million PRICE: very lovely Contact me ""QUALITY CAR - BEAUTIFUL PRICE - BUY WITHIN YOUR REACH"" QUALITY CAR - BEAUTIFUL PRICE - BUY WITHIN YOUR REACH",Chevrolet,Cruze,2018.0,Chevrolet Cruze LTZ 1.8L 2018,425000000,https://bonbanh.com/xe-chevrolet-cruze-ltz-1.8l-2018-4809035
4929443,Domestic assembly,Used car,Sedan,"70,000 Km",Sand,Sand,5-door,5-seat,Petrol, Electronic fuel injection tubo,Automatic,FWD - Front-wheel drive,6	L/100Km,"My family needs to sell a Toyota vios SX 2017 AT version 1.5 CVT from a private owner, the car is very new and rarely used. The car has 70,000 miles on it, has a genuine leather interior, reverse cam screen and many other things. Anyone who wants to buy please contact us!",Toyota,Vios,2017.0,Toyota Vios CVT 2017,419000000,https://bonbanh.com/xe-toyota-vios-cvt-2017-4929443
4861640,Domestic assembly,Used car,Sedan,"90,000 Km",Sand,Cream,4-door,5-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km," Vios 2013 AT G 9v car Equipped with cast wheels, leather mattress, air conditioner, electric mirrors, CD player, AM/FM sound... Anyone interested please contact for more detailed information.",Toyota,Vios,2013.0,Toyota Vios 1.5G 2013,355000000,https://bonbanh.com/xe-toyota-vios-1.5g-2013-4861640
4819505,Imported,Used car,SUV,"9,000 Km",Yellow,Cream,5-door,7-seat,Petrol	5.7 L,,Automatic,AWD - 4-wheel drive (AWD),L/100Km,"Used car for sale Lexus Lx 570 manufactured 2019 Sand yellow color with cream interior Commitment to car quality on contract. Car delivery and nationwide car warranty Bank support 75% of car value If you are interested, please contact directly for advice. Sincerely watch the news.",Lexus,LX,2019.0,Lexus LX 570 2019,7850000000,https://bonbanh.com/xe-lexus-lx-570-2019-4819505
4889888,Domestic assembly,Used car,Hatchback,"28,000 Km",Take note,Black,5-door,5-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,7	L/100Km," New Arrivals Hey Guys. Saigon Beach AgainA Tiger Registered for the First Time 2020 NEW Form LED + Mazda 3 Sport (Hatchbank) ODO: 28,000k (1 month running 700km) Option: electric leather seat interior - remember 2 seat positions -, Cruise Control , glass HUD - sunroof, 02-zone air conditioning - 07 safety airbags, Taplo screen with Bluetooth/AUX connection - reversing camera - 08 speakers, front and rear collision warning...Attractive Price # mazada3 #muaxecuALO:",Mazda,3,2020.0,Mazda 3 1.5L Sport Premium 2020,630000000,https://bonbanh.com/xe-mazda-3-1.5l-sport-premium-2020-4889888
4924840,Imported,Used car,Bán tải / Pickup,"500,000 Km",Orange,Orange,4-door,5-seat,Diesel	2.0 L,,Automatic,4WD - Four-wheel drive (4WD),7	L/100Km," Car for sale by owner - 2020 license plate - full company history - commitment to not crash or flood - high invoice - no mistake, give you 5 million for travel money",Ford,Ranger,2019.0,Ford Ranger Wildtrak 2.0L 4x4 AT 2019,680000000,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2019-4924840
4908895,Imported,Used car,Hatchback,"29,000 Km",Red,Cream,5-door,5-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km," Completely imported car. Government of Hai Phong. Vehicle is equipped with: start/stop starter, screen + reverse cam, auto air conditioner, front and rear sensors, electric folding mirrors,... ----(WARRANTY & SUPPORT) ----➡️ Car does not crash collision, flooding, original machinery. ➡️ Warranty for cold police fines NATIONWIDE. ➡️ Support to change ownership only ➡️ Support to test drive and experience the car, check the brand,... --- -(PRESTIGE CREATES TRUST) ----",Toyota,Yaris,2019.0,Toyota Yaris 1.5G 2019,560000000,https://bonbanh.com/xe-toyota-yaris-1.5g-2019-4908895
4898570,Domestic assembly,Used car,Hatchback,"8,008 Km",Red,Black,5-door,5-seat,Petrol	1.4 L,,Automatic,FWD - Front-wheel drive,5	L/100Km,"Vinfast Fadil 2022 car for sale. Base version car, very nice interior and exterior, fully equipped with amenities... Contact now to see the car",VinFast,Fadil,2022.0,VinFast Fadil Standard 1.4 AT 2022,355000000,https://bonbanh.com/xe-vinfast-fadil-tieu-chuan-1.4-at-2022-4898570
4920552,Imported,Used car,Sedan,"2,000 Km",Black,Cream,4-door,5-seat,Petrol	2.0 L,,Automatic,RFD - Rear-wheel drive,L/100Km," Bmw 730i 2021 full pure excellence version Runs 20,000 original owner from new Price still negotiable and bank support",BMW,7 Series,2021.0,BMW 7 Series 730Li 2021,4449000000,https://bonbanh.com/xe-bmw-7_series-730li-2021-4920552
4815902,Domestic assembly,Used car,Sedan,"70,000 Km",White,Black,4-door,5-seat,Petrol	1.6 L,,Automatic,FWD - Front-wheel drive,L/100Km," Selling Kia K3 1.6AT 2015 Vehicle equipped with: Start stop starter, sunroof, electric seats, 3 position memory,... Original car with 70,000 km, 90% original paint remaining. Extremely beautiful car, including national inspection, guaranteed to be accident-free, flood-free, original transmission",Kia,K3,2015.0,Kia K3 1.6 AT 2015,440000000,https://bonbanh.com/xe-kia-k3-1.6-at-2015-4815902
4811742,Domestic assembly,Used car,Sedan,"75,000 Km",White,Colorful,4-door,5-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,8	L/100Km," Hello relatives and friends near and far! My car is family, no sales, Grab, service, HCMC license plate, no collision, no water damage, insulated glass, rain cover, dash cam, Android screen, sold to users, (free of charge). Drivers pay ridiculous prices). If you are willing, please call, do not text (the message is that the car is still available) THANK YOU FOR LOOKING AT THE MESSAGE!",Chevrolet,Aveo,2016.0,Chevrolet Aveo LTZ 1.5 AT 2016,255000000,https://bonbanh.com/xe-chevrolet-aveo-ltz-1.5-at-2016-4811742
4879772,Domestic assembly,Used car,Sedan,"47,000 Km",Green,Black,4-door,5-seat,Petrol	2.0 L,,Automatic,RFD - Rear-wheel drive,L/100Km," Mercedes E300 AMG sx 2017-HN license plate-Silver - Turquoise | Black interior (matted black decal applied) - Full company maintenance history - Odo: 47000km Car is in use, needs to upgrade so selling now Has a sports steering wheel, Perfume, ion air filter, logo spotlight 4 wings, rotating speakers, air conditioning vents...",Mercedes Benz,E class,2017.0,Mercedes Benz E class E300 AMG 2017,1430000000,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2017-4879772
4876733,Imported,Used car,SUV,0 Km,Black,gray,5-door,7-seat,Diesel	2.0 L,,Automatic,FWD - Front-wheel drive,7	L/100Km," original car. Just major maintenance. Just completed the 6 month registration period. Adjusted Android screen, right side cam",Hyundai,SantaFe,2004.0,Hyundai SantaFe Gold 2.0 AT 2004,220000000,https://bonbanh.com/xe-hyundai-santafe-gold-2.0-at-2004-4876733
4418035,Imported,Used car,SUV,"12,333 Km",White,Cream,5-door,7-seat,Petrol	4.7 L,Electronic,Automatic,AWD - 4-wheel drive (AWD),12	L/100Km,"Lexus Gx 470 model 2008 Extremely beautiful camo white color. The chassis, machinery, body, and interior are still original to the car. The car is equipped with many benefits such as: + Luxurious cream-colored wood grain interior + Steering wheel with integrated controls + Original sunroof, never-refined dashboard + Very new smooth napal leather interior + 17-inch wheels, 90% Michelin tires + Top notch Mark Levinson sound system + 6-disc DVD player + drop-down DVD screen in the car's ceiling + Multi-air conditioning automatic zone+ Beautiful, smooth, high-quality leather seats with 2-position memory electric adjustment, with seat heating function+ Heated mirrors, electric adjustment+ Equipped with extremely soft air shock absorbers+ 4 modes+ Undercarriage lift and many high-end amenities other on the car...vvLH with us.to see the car and get more detailed information.Thanks for looking...!",Lexus,GX,2008.0,Lexus GX 470 2008,855000000,https://bonbanh.com/xe-lexus-gx-470-2008-4418035
4646091,Imported,Used car,Bán tải / Pickup,0 Km,Different color,Different color,4-door,5-seat,Diesel	3.2 L,,Automatic,4WD - Four-wheel drive (4WD),L/100Km,"Ford Ranger Wildtrak 3.2L 2017, 2018 registration, imported car, 2-wheel drive automatic transmission, beautiful car with no faults, 80,000 km odo, full options, star/stop ignition, exhaust, underbody brace, sports fork, ball lights Salon, sports trunk lid, airbags, automatic throttle, electric mirrors, electric folding, screen, reversing camera, front and rear dash cam, reverse camera, very nice original interior, sports wheels, covers The car is new, the engine is excellent, the family car is well used, no accidents, no floods, no hydro strikes..... Commitment that all cars sold at the Floor have passed vehicle quality inspection and Selling with vehicle warranty. Thien Hai Auto Company specializes in buying, selling - exchanging all types of used cars. Fast 50-70% Bank Loan Support Contact: Thien Hai Auto Floor",Ford,Ranger,2017.0,Ford Ranger Wildtrak 3.2L 4x4 AT 2017,755000000,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2017-4646091
4907545,Domestic assembly,Used car,Sedan,"40,000 Km",Black,Cream,4-door,5-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km," Selling Toyota Vios E SX 2018, automatic transmission. Manufactured/Registration: 2018 ODO: 40,000 km Zinc paint, Interior according to new car. Including factory inspection, nationwide crew! Commitment and long-term warranty according to the following criteria: 1. The car does not crash or have an accident2. The vehicle is not flooded or flooded 3. Original machinery and gearbox with no defects4. Full legal name transfer documents, no disputes5. No fines6. Standard Km according to vehicleSupport Bank",Toyota,Vios,2018.0,Toyota Vios 1.5G 2018,425000000,https://bonbanh.com/xe-toyota-vios-1.5g-2018-4907545
4820606,Imported,Used car,SUV,"58,000 Km",White,Brown,5-door,5-seat,Petrol	3.5 L,6,Automatic,AWD - 4-wheel drive (AWD),6	L/100Km," Car produced in late 2017, first registered in 2018. Original paint. 360 degree camera with wireless charging. Full warranty and maintenance from Lexus, genuine standard mileage flood cover, comfortable bank loan support. You can go for inspection anywhere according to your needs and meet people of good will",Lexus,RX,2017.0,Lexus RX 350 2017,2868000000,https://bonbanh.com/xe-lexus-rx-350-2017-4820606
4868684,Imported,Used car,Sedan,"25,000 Km",White,White,4-door,5-seat,Petrol	1.8 L,,Automatic,FWD - Front-wheel drive,6	L/100Km," Rarely used so selling 2020 Honda civic 1.8G imported from Thailand, odo 25k km. If ACE has a real need, please call the owner. Thanks!",Honda,Civic,2020.0,Honda Civic G 1.8 AT 2020,686000000,https://bonbanh.com/xe-honda-civic-g-1.8-at-2020-4868684
4838147,Imported,Used car,Bán tải / Pickup,"90,000 Km",Green,Brown,4-door,5-seat,Diesel	2.2 L,TCD4l,Automatic,RFD - Rear-wheel drive,8	L/100Km," Ford ranger xls 2013 automatic transmission, completely imported. Now the family needs to upgrade to a 7 seater, selling at a quick price to anyone who needs it. I'm not a sales professional so I don't know how to write beautiful lyrics or ideas. Price can be negotiated further, see the car at my house (negotiation includes transfer of title and withdrawal of documents for those in the province)",Ford,Ranger,2013.0,Ford Ranger XLS 2.2L 4x2 AT 2013,375000000,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2013-4838147
4835941,Domestic assembly,Used car,SUV,"28,000 Km",Green,Brown,5-door,7-seat,Diesel	2.2 L,,Automatic,AWD - 4-wheel drive (AWD),L/100Km," I need to sell Santafe 2021 high quality diesel engine, car is kept like new, guaranteed no collision, no flooding, full refund, test drive the car.",Hyundai,SantaFe,2021.0,Hyundai SantaFe Premium 2.2L HTRAC 2021,1060000000,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2021-4835941
4831843,Domestic assembly,Used car,SUV,"23,743 Km",White,Brown,5-door,7-seat,Diesel	2.2 L,Smart,Automatic,AWD - 4-wheel drive (AWD),9	L/100Km,"Nice license plate number 388.85 dk December 23, 2020 The car has been fully maintained by the company according to the book. The car has not been crashed or scratched, the original paint has a few light scratches in a few places. The car has many toys from Quang Trung Audio (the original parts are still kept). )- Active safety smartsence system (automatic emergency braking, lane keeping, automatic following and self-driving...)- 2k Elliview premium screen on icar. - icar tire pressure sensor - 360 sharp camera - LED spherical mirror headlights - LED interior trim embienlight - mykey remote ignition, engine shutdown, auto-lock when approaching... - Roof rack - Steps - Glass film hikool.- Original shell. Basically, the car is mainly used for weekend trips.",Hyundai,SantaFe,2020.0,Hyundai SantaFe Premium 2.2L HTRAC 2020,990000000,https://bonbanh.com/xe-hyundai-santafe-premium-2.2l-htrac-2020-4831843
4854697,Domestic assembly,Used car,SUV,"100,000 Km",Red,Red,5-door,5-seat,Petrol	2.5 L,,Automatic,FWD - Front-wheel drive,L/100Km," Selling a Mazda CX5/2.5AT. adjustment, 6 airbags, anti-slip + anti-slip + electronic balance, ANDROID screen, automatic throttle. Entertainment includes: DVD, AUX, USB, Bluetooth, FM, AM and many other utilities... + Commitment that the car will not crash or flood. + Bank installment loans are supported. + Please contact to see the car. Thank you for reading.",Mazda,CX5,2017.0,Mazda CX5 2.5 AT 2WD 2017,620000000,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2017-4854697
4880319,Imported,Used car,Sedan,"40,000 Km",White,gray,4-door,5-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km," maza 2 production 2019 imported. Vehicle equipped with: Leather-wrapped steering wheel; Glitter shifting on the steering wheel; 7-inch screen entertainment, Bluetooth connection, Mazda Connect; 6-speaker sound system, air conditioning system, safety utility system...Salon writes a 1-year warranty commitment. Vehicle has no accidents, no flooding. No engine repairs. No cold fines. 100% refund if found fault.",Mazda,2,2019.0,Mazda 2 Luxury 2019 car,455000000,https://bonbanh.com/xe-mazda-2-luxury-2019-4880319
4826434,Imported,Used car,Hatchback,"108,000 Km",White,Black,5-door,5-seat,Petrol	1.6 L,,Automatic,FWD - Front-wheel drive,L/100Km," Kia Cerato HB 2014 is a very nice car - Full technology Imported Original Car equipped with 2 airbags, Electronic balance, Smartkey, 2-zone independent Auto cooling. Projector headlights with LEDs, full LED taillights, sunroof. DVD Android combines high-quality 6-speaker sound. Powerful and economical 1.6 engine, 6-speed transmission with steering wheel paddles, automatic throttle set, electric steering with 3 driving modes..",Kia,Cerato,2014.0,Kia Cerato 1.6 AT 2014,440000000,https://bonbanh.com/xe-kia-cerato-1.6-at-2014-4826434
4848130,Domestic assembly,Used car,Sedan,"15,000 Km",Red,Black,4-door,5-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km," Family car, kept well, because I wanted to upgrade my life to a higher chassis, so I sold it to change my wife (car bought in August 2022).",Honda,City,2022.0,Honda City L 1.5 AT 2022 car,550000000,https://bonbanh.com/xe-honda-city-l-1.5-at-2022-4848130
4873492,Imported,Used car,Sedan,"53,000 Km",White,Cream,4-door,5-seat,Petrol	2.0 L,,Automatic,RFD - Rear-wheel drive,L/100Km," Bmw 320i 2016, runs 5v3 km. ✓ Price Negotiable ✓ Commitment: Car has not been crashed, not flooded, only glue, chassis, engine and gearbox are original from the manufacturer.",BMW,3 Series,2016.0,BMW 3 Series 320i 2016,795000000,https://bonbanh.com/xe-bmw-3_series-320i-2016-4873492
4816445,Domestic assembly,Used car,Sedan,"80,000 Km",Black,Black,4-door,5-seat,Petrol	3.0 L,Electronic fuel injection,Automatic,RFD - Rear-wheel drive,10	L/100Km,"Just arrived at the salon and offered to sell a MER S400 car built 12/2016 with 8/2017 registration from new owner. One owner car with at least 80,000 km and still very new. White color with cream interior, the owner only drives around in Hanoi, the car belongs to the president of Vin Crup, the car is so new that it is mostly kept indoors so the paint is 90% original. See the car. Guaranteed to be satisfied because it's very new. Option: Cam 360, Infrared Cam. Undercarriage lift, double sunroof, Business seats, LED interior trim, Hit door. Guaranteed car no crash, no flood, original machinery. Standard kilometers include checking with the company or any reputable facility. Bank installment support 75%.",Mercedes Benz,S class,2016.0,Mercedes Benz S class S400L 2016,1850000000,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2016-4816445
4909461,Domestic assembly,Used car,SUV,"76,000 Km",White,Yellow,5-door,7-seat,Petrol	2.4 L,,Automatic,4WD - Four-wheel drive (4WD),9	L/100Km,"The car has a Hanoi license plate from the beginning. First registered 10/1016, 76,000 km run, heat film applied, Android screen replaced 10"", installed tire pressure sensor. Underbody speaker. Guaranteed that the car is not flooded, does not crash. Brand test included. .",Hyundai,SantaFe,2016.0,Hyundai SantaFe 2.4L 4WD 2016,720000000,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2016-4909461
4903563,Domestic assembly,Used car,Sedan,"29,000 Km",Black,Cream,4-door,5-seat,Petrol	2.0 L,,Automatic,RFD - Rear-wheel drive,L/100Km," Car Center offers for sale Vinfast Lux A 2.0 Full version - Car manufactured in 2021. - Black car with cream interior. - ODO standard 29,000km. - Bank support up to 70% of car value. Car Center COMMITMENT (with signature) in writing)1. ORIGINAL ENGINE, GEARBOX (no crashes, no flooding, standard km...)2. LEGAL (no disputes, no mortgages, no fines) Car Center Accepts exchanges and exchanges of all types of cars. Especially buying used cars at high prices. CALL NOW at the phone number below to SEE THE CAR - TEST DRIVE and FEEL.",VinFast,Lux A 2.0,2021.0,VinFast Lux A 2.0 Premium 2.0 AT 2021 car,750000000,https://bonbanh.com/xe-vinfast-lux_a_2.0-premium-2.0-at-2021-4903563
4854295,Imported,Used car,Bán tải / Pickup,"80,000 Km",Brown,Cream,4-door,5-seat,Diesel	2.5 L,,Automatic,RFD - Rear-wheel drive,L/100Km,"Super new 2017 Nissan Navara EL version, brown color, 2.5 engine, 100% original, no collision, full warranty book, car has many toys and full options: other 4 original tires according to the car's thickness. Trang equipment, cast wheels, ABS brakes with up and down steps, fog lights, leather cushions, air conditioning, electric mirrors, reversing camera, car cruise, Enzoi, 4G headphone sound, AM/FM, car running 6 liters of oil/100 km.",Nissan,Navara,2017.0,Nissan Navara EL 2.5 AT 2WD 2017,465000000,https://bonbanh.com/xe-nissan-navara-el-2.5-at-2wd-2017-4854295
4920941,Domestic assembly,Used car,Sedan,"12,000 Km",Black,Black,4-door,5-seat,Petrol	1.8 L,,Automatic,RFD - Rear-wheel drive,L/100Km," want to sell: Mercedes C200 CGI manufactured in 2010, 120,000 km run. I just replaced 2 engine foot rubbers, gear rubber, internal steering rotor, transmission oil, gear oil and filters... Original engine and gearbox. version, no collision affecting the chassis structure, no flooding. If you are interested, please contact me to view and test drive the car. Thank you for reading.",Mercedes Benz,C class,2010.0,Mercedes Benz C class C200 CGI 2010,305000000,https://bonbanh.com/xe-mercedes_benz-c_class-c200-cgi-2010-4920941
