ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,fuel_system,transmission,drive_type,fuel_consumption,describe,brand,grade,year_of_manufacture,car_name,price,url
3382863,Imported,New car,SUV,0 Km,Red,Brown,5-door,5-seat,Petrol	1.8 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Brand new Toyota Corolla Cross 1.8V - Car available for immediate delivery, supports installment payments with preferential interest rates - There is an attractive gift promotion program, contact now!***The car is equipped with outstanding technology :- CVT gearbox - Electronic handbrake - Sunroof - 360 camera - Smart key - 3 driving modes - 8-way electric seats - 9inch screen/6 speakers - VSC electronic stability system - System TRC traction control system - HAC hill start assist system - Cruise Control cruise control - Forward collision warning.",Toyota,Corolla Cross,2023.0,Toyota Corolla Cross 1.8V 2023,846000000,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2023-3382863
4280339,Domestic assembly,New car,SUV,0 Km,White,Colorful,5-door,7-seat,Diesel	2.4 L,,Automatic,RFD - Rear-wheel drive,L/100Km,"Toyota Fortuner Legender 2.4AT 4X2- Vehicles available for immediate delivery within the month- Nationwide installment support with preferential interest rates- Contact for more information on promotions this month**- Overall size measurements Length x width x height of Toyota Fortuner 2023 are 4,795 x 1,855 x 1,835 (mm), wheelbase reaches 2,745 mm. - Leather seats, leather steering wheel, wood trim, silver plating, anti-glare rearview mirror , 7-inch touch entertainment screen and 6-speaker sound system - 7 airbags, ABS/BA/EBD brakes",Toyota,Fortuner,2023.0,Toyota Fortuner Legender 2.4L 4x2 AT 2023,1159000000,https://bonbanh.com/xe-toyota-fortuner-legender-2.4l-4x2-at-2023-4280339
4884648,Imported,New car,SUV,0 Km,White,Cream,5-door,7-seat,Petrol	3.4 L,,Automatic,AWD - 4-wheel drive (AWD),L/100Km," Toyota Landcruiser LC300 spot car, imported 100% new 2023. Latest version has HUD, distance radar, 360 cam, lane departure warning, ionizing air conditioner, brake support when reversing...etc - Car delivery support and registered nationwide - Car exchange support Good price Sincerely viewing the news",Toyota,Land Cruiser,2023.0,Toyota Land Cruiser 3.5 V6 2023,4297000000,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2023-4884648
4815092,Imported,New car,SUV,0 Km,White,Black,5-door,5-seat,Hybrid	1.8 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Cross HYBRID from 2023, car available for immediate delivery: free BHTV + cash discount => CALL NOW => This Hotline The Hybrid version is equipped with optional interior with cowhide brown or black leather seats. Comes with a long list of amenities such as a modern inch DVD screen, automatic air conditioning system, leather-wrapped steering wheel fully integrated with technology, automatic throttle feature, liquid crystal multi-information screen, and seats. 8-way power steering wheel, 7-inch LCD instrument cluster, sunroof, air vents for the rear seats,...",Toyota,Corolla Cross,2022.0,Toyota Corolla Cross 1.8HV 2022,910000000,https://bonbanh.com/xe-toyota-corolla_cross-1.8hv-2022-4815092
4538074,Imported,New car,SUV,0 Km,Take note,Black,5-door,7-seat,Petrol	1.5 L,Electronic fuel injection,Automatic,RFD - Rear-wheel drive,7	L/100Km,"Avanza car - DELIVER NOW - BIG PROMOTION PROGRAM FOR APRIL 2020 ✓ Total big promotion program up to 50 million✓ Support to give away attractive equipment package ✓ Free 01 year of TOYOTA body insurance ✓ Support to pay in installments with Low interest rate✓ Support home delivery - Imported Indonesian car model, Beautiful design, comfortable Led light system Safety: ABS, BA, VSC, TRC.... Rear camera Reverse sensor Smart key with push button start - Bank support for 80% of car value - Support for collecting old cars to exchange for new ones",Toyota,Avanza,2023.0,Toyota Avanza Premio 1.5 AT 2023,598000000,https://bonbanh.com/xe-toyota-avanza-premio-1.5-at-2023-4538074
4282862,Domestic assembly,New car,SUV,0 Km,White,Different color,5-door,7-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km,TOYOTA VELOZ Completely new 7-seat car model imported from IndonesiaSmart keyElectronic handbrakeCompletely new designModern Full Led lights9-inch entertainment screenRear-seat entertainment screenSupports Apple CarPlay and Android Auto connectionWireless charging.* KM most attractive of the month* Support for installment payments with preferential interest rates* Support for registration and registration procedures1 - Sell in installments - Receive Bad Debt Records Processing Preferential interest rates according to the Bank 2 - Free glass stickers Full vehicle heat 3 - Body and body insurance support 4 - Free dash cam 5 - Free premium leather floor covering 6 - 2 free engine oil changes 7 - Support Free nationwide registration Contact 24/7 (Call or - Message Zalo to get the best quote),Toyota,Veloz,2023.0,Toyota Veloz Cross 1.5 CVT 2023,603000000,https://bonbanh.com/xe-toyota-veloz-cross-1.5-cvt-2023-4282862
4319561,Imported,New car,Sedan,0 Km,Black,Black,4-door,5-seat,Petrol	1.8 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota Corolla Altis 1.8G - Contact Ms Dung immediately to receive the hottest deals of the month!!! - Support low interest installment payments, quick procedures! - Car delivery to your door - All colors *** Some Notable equipment on the new Corolla Altis includes blind spot warning system, tire pressure warning, electronic handbrake, reversing camera, 6 parking assist sensors, HUD head-up display, air conditioning 2 zone automatic. Toyota Safety Sense 2.0 safety system",Toyota,Corolla altis,2023.0,Toyota Corolla altis 1.8V 2023,765000000,https://bonbanh.com/xe-toyota-corolla_altis-1.8v-2023-4319561
4786938,Imported,New car,Sedan,0 Km,White,Black,4-door,5-seat,Petrol	1.8 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota ALTIS -- January TET is here!!!Warranty 5 years/150,000km Hybrid electric battery 7 yearsContact for detailed price: Loan support up to 80% of vehicle value, no proof needed income, loan term 1-8 years. - Old collection Renew all car models. - Quick procedures, car delivery to your door Please contact",Toyota,Corolla altis,2022.0,Toyota Corolla altis 1.8V 2022,765000000,https://bonbanh.com/xe-toyota-corolla_altis-1.8v-2022-4786938
3513847,Imported,New car,Bán tải / Pickup,0 Km,White,gray,4-door,5-seat,Diesel	2.8 L,,Automatic,4WD - Four-wheel drive (4WD),L/100Km," Hilux 2.8 AT 4x4 2-wheel drive - Completely imported from Thailand - Diesel engine, 6-speed automatic transmission, DVD, reversing camera - 9 JBL automatic anti-jamming speakers - 7 airbags, active cruise control, head unit DVD, hands-free audio system - Safety: ABS, EBD, BA, VSC.... Contact directly for more information about promotions this month.",Toyota,Hilux,2022.0,Toyota Hilux 2.8L 4x4 AT 2022,913000000,https://bonbanh.com/xe-toyota-hilux-2.8l-4x4-at-2022-3513847
4485351,Imported,New car,SUV,0 Km,Red,Black,5-door,5-seat,Petrol	1.8 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota Cross 1.8V CVT- Car in all colors, available for immediate delivery- Attractive promotion program, nationwide installment payment with low interest rate- Contact now for more information.---The car is equipped with outstanding technology :- CVT gearbox - Electronic handbrake - Sunroof - 360 camera - Smart key - 3 driving modes - 8-way electric seats - 9 inch screen/6 speakers - VSC electronic balance system, check TRC traction control, HAC hill start, Cruise Control cruise control.",Toyota,Corolla Cross,2022.0,Toyota Corolla Cross 1.8V 2022,846000000,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-4485351
4829212,Imported,New car,Sedan,0 Km,White,Cream,4-door,5-seat,Hybrid	2.5 L,,Automatic,FWD - Front-wheel drive,L/100Km," Toyota Camry 2023 imported complete unit 2.5 Hybrid version with new hybrid electric gasoline engine that is super fuel efficient, environmentally friendly, and smooth. Many advanced features: 360 camera, 9-inch floating screen, wireless charging, 3-zone automatic air conditioning...Toyota safety sense safety system. Customers who want to buy a car, please contact us. for more detailed information and receive incentives immediately.",Toyota,Camry,2023.0,Toyota Camry 2.5HV 2023,1495000000,https://bonbanh.com/xe-toyota-camry-2.5hv-2023-4829212
3682788,Domestic assembly,New car,Sedan,0 Km,Red,Cream,4-door,5-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km,"TOYOTA VIOS G AT new version - Extremely Attractive Promotion - Limited Quantity - Car available for immediate delivery - Support installment payment with preferential interest rate, only 5.2 million/month - Contact now for more information! !!---The car is equipped with Projector headlights with automatic on and off technology along with LED daytime lights (Vios G), electric rearview mirrors, electric folding, fish fin antenna,...",Toyota,Vios,2023.0,Toyota Vios G 1.5 CVT 2023,592000000,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2023-3682788
3503797,Domestic assembly,New car,SUV,0 Km,Silver,Black,5-door,7-seat,Diesel	2.4 L,,Automatic,RFD - Rear-wheel drive,L/100Km," -Support consulting on installation of accessories: Heat insulation film, 6D floor lining, Dashcam, Nano coating,...-Cars of all colors, 80% loan support for 7 years. ***The car is equipped with 8-way electric leather seats, 6-speaker screen, START/STOP smart start system, pre-collision warning system, lane departure warning, active cruise control, 360 degree camera, hands free trunk opening.",Toyota,Fortuner,2022.0,Toyota Fortuner Legender 2.4L 4x2 AT 2022,1248000000,https://bonbanh.com/xe-toyota-fortuner-legender-2.4l-4x2-at-2022-3503797
4781303,Domestic assembly,New car,SUV,0 Km,White,Colorful,5-door,7-seat,Diesel	2.4 L,Direct spray,Automatic,RFD - Rear-wheel drive,8	L/100Km," 100% new car, available for immediate delivery. - Free heat insulation film. - Full car Simily leather floor covering. - New car from the factory at competitive price. - 5 year warranty for 150,000 km, free maintenance 3 times.-Support for paperwork, license plate registration.-There is bank support for car loans, simple procedures, document parking.-Support for low interest bank loans.-Support Pay in installments up to 80% of vehicle invoice value.-No need to prove income, no mortgage needed.-Complete all vehicle registration procedures, dial numbers, registration, installment car loan documents, .. professional and fast.-Car delivery to your home nationwide.-Lifetime support for car problems.-Always committed to selling Toyota cars at preferential prices compared to the market.-Always put benefits and customer interests come first.",Toyota,Fortuner,2023.0,Toyota Fortuner Legender 2.4L 4x2 AT 2023,1159000000,https://bonbanh.com/xe-toyota-fortuner-legender-2.4l-4x2-at-2023-4781303
4903382,Imported,New car,SUV,0 Km,White,Brown,5-door,5-seat,Petrol	1.8 L,,Automatic,FWD - Front-wheel drive,7	L/100Km,Cross Upgraded version 2022 - Equipped with electric trunk with kick boot - Super sharp 9 inch full HD screen with wireless apple carplay connection - Free registration tax - Free body insurance - Free cash,Toyota,Corolla Cross,2022.0,Toyota Corolla Cross 1.8V 2022,863000000,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-4903382
4856012,Domestic assembly,New car,SUV,0 Km,Black,Black,5-door,7-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota Veloz Cross 1.5 CVT - Car equipped with 1.5 engine, continuously variable automatic transmission - Leather and felt seats, 7 seats, 9 inch screen, electric folding rearview mirror, electric adjustment, integrated turn signal lights, - Starter Starttop, automatic air conditioning, wireless charging, - System status: pre-collision, lane departure, pre-collision, front cross-traffic warning Customers please contact to receive incentives: Wood supports registration registration, genuine nationwide warranty, supports installment payments.",Toyota,Veloz,2023.0,Toyota Veloz Cross 1.5 CVT 2023,658000000,https://bonbanh.com/xe-toyota-veloz-cross-1.5-cvt-2023-4856012
4786977,Imported,New car,Sedan,0 Km,White,Cream,4-door,5-seat,Petrol	2.5 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota CAMRY -- January TET is here!!!Warranty 5 years/150,000km Hybrid electric battery 7 years Loan support up to 80% of car value, no need to prove income, loan period 1- 8 years.- Old collection Renew all car models.- Quick procedure, car delivery to your doorPlease contact: Mr VINH",Toyota,Camry,2022.0,Toyota Camry 2.5Q 2022,1405000000,https://bonbanh.com/xe-toyota-camry-2.5q-2022-4786977
4929029,Domestic assembly,New car,SUV,0 Km,White,Colorful,5-door,7-seat,Diesel	2.8 L,,Automatic,4WD - Four-wheel drive (4WD),L/100Km," version that elevates Fortuner's position. Strong and full of personality. Sleek and SUV-like. Toyota Fortuner is equipped with amenities such as: - 8-inch touch screen - DVD player with smartphone connection, Bluetooth, AUX, HDMI, navigation - Smart key and manual start buttons - Steering wheel with integrated gearshift lever - Air conditioning vents for the rear seats - Boot kick.....",Toyota,Fortuner,2022.0,Toyota Fortuner Legender 2.8L 4x4 AT 2022,1324000000,https://bonbanh.com/xe-toyota-fortuner-legender-2.8l-4x4-at-2022-4929029
4829267,Domestic assembly,New car,SUV,0 Km,Black,Black,5-door,7-seat,Diesel	2.4 L,,Automatic,RFD - Rear-wheel drive,L/100Km,"Fortuner 2.4AT 1-axle diesel engine, 07 seats, high-quality black leather seats - Domestically assembled car, 2-zone automatic air conditioning, LED lights - 2.4L-D4D diesel engine, 6-speed automatic transmission, 07 airbags ,...",Toyota,Fortuner,2022.0,Toyota Fortuner 2.4L 4x2 AT 2022,1118000000,https://bonbanh.com/xe-toyota-fortuner-2.4l-4x2-at-2022-4829267
4557827,Imported,New car,SUV,0 Km,Green,Black,5-door,5-seat,Petrol	1.0 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota Raize G 1.0 CVTechnical specifications: - Wheelbase: 2525 - Ground clearance: 200 - Lights: Automatic - Full Led - Flow effect turn signals - Electric rearview mirrors, automatic electric folding - 17-inch Lazang - 7-inch multi-information display screen, 4 display options and welcome message - Dashboard simulating a sporty cockpit - Felt-leather seats - Expandable 369l luggage compartment - Entertainment screen 9 inch Apple Carplay and Android Auto connection - Automatic air conditioning and gearshift paddles on the steering wheel - 1.0 Turbo engine + dual CVT transmission.",Toyota,Raize,2023.0,Toyota Raize G 1.0 CVT 2023,540000000,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2023-4557827
4596395,Imported,New car,SUV,0 Km,Black,Black,5-door,5-seat,Petrol	1.0 L,Turbochargers,Automatic,FWD - Front-wheel drive,4	L/100Km,Toyota Raize imported complete units from IndoSpot delivery carCompact design with 5 seats but high chassis when going on the road without worrying about scratching Lightweight electric steering DCVT continuously variable automatic transmission is very modern and powerful due to the combination of a turbocharger systemMachine 1.0 saves a lot of fuelFull LED and automatic lighting systemSmart entertainment screen with integrated reversing cameraThe car has many features Immediate delivery to customers who need itContact soon,Toyota,Raize,2023.0,Toyota Raize G 1.0 CVT 2023,552000000,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2023-4596395
4234020,Imported,New car,SUV,0 Km,Red,Black,5-door,5-seat,Petrol	1.0 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota Raize - The most sought-after car model - CAR AVAILABLE FOR IMMEDIATE DELIVERY in April 2023 - Attractive promotion program, nationwide installment payment with low interest rate - Body insurance package - High value accessory package support - Contact now for more information.---Technical specifications: - Lights: Automatic - Full Led - Flow effect turn signals - Electric rearview mirror, automatic electric folding - 17inch wheels - Screen 7-inch multi-information display - Dashboard simulating a sporty cockpit - Leather and felt seats - Expandable 369l luggage compartment - 9-inch entertainment screen connecting Apple Carplay and Android Auto - Automatic air conditioning and paddle shifters Shift gears on the steering wheel",Toyota,Raize,2023.0,Toyota Raize G 1.0 CVT 2023,560000000,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2023-4234020
3505381,Domestic assembly,New car,SUV,0 Km,Silver,Black,5-door,7-seat,Diesel	2.4 L,,Automatic,RFD - Rear-wheel drive,L/100Km,"Toyota Fortuner diesel engine, automatic transmission, new version - CONTACT HOTLINE TO RECEIVE MORE PROMOTIONS!! - Attractive promotions during the month - Cars available for immediate delivery, all colors - Support for installment payments and interest rates incentives***- The overall measurements of length x width x height of Toyota Fortuner 2021 are 4,795 x 1,855 x 1,835 (mm), wheelbase reaches 2,745 mm. - Leather seats, wrapped steering wheel leather, wood trim, silver plating, anti-glare rearview mirror, 8-inch touch entertainment screen with Android Auto/Apple CarPlay connection and 11-speaker JBL sound system. - 7 airbags, ABS/BA/EBD brakes, Electronic balance, hill assist, traction control, parking sensors,...",Toyota,Fortuner,2023.0,Toyota Fortuner 2.4G 4x2 AT 2023,1118000000,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2023-3505381
4284591,Imported,New car,Sedan,0 Km,Black,Cream,4-door,5-seat,Petrol	1.8 L,Direct fuel injection using manifold,Automatic,FWD - Front-wheel drive,5	L/100Km,"Toyota Altis 2022 all new, imported complete units, good price, available for immediate delivery. The car is upgraded and equipped with many modern technologies: - TNGA global chassis system - Full automatic headlights, automatic high beam - Electronic handbrake, auto hold - Blind spot warning - 2-zone air conditioning automatic- 9"" entertainment screen- Tire pressure sensor- Parking sensor: 6- TSS2 safety package (pre-collision warning, lane departure warning, adaptive cruise)....+ Support for installment payments of up to 85% of car value, with low interest rates + Support for registration, inspection, and vehicle delivery at home",Toyota,Corolla altis,2022.0,Toyota Corolla altis 1.8V 2022,720000000,https://bonbanh.com/xe-toyota-corolla_altis-1.8v-2022-4284591
4303308,Imported,New car,SUV,0 Km,White,Black,5-door,7-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota Veloz Cross Top new version **PROMOTION 30% off Registration - Car available for immediate delivery, supports installment payment with preferential interest rate - Most attractive promotions - Contact for more information--- This is a more advanced MPV version of the Toyota Avanza, with a more aggressive and sporty appearance. The car uses a 1.5L engine, producing 106 horsepower and 137Nm of torque, combined with a CVT gearbox. There are also many other amenities such as a 9-inch touch entertainment screen, automatic air conditioning. , electronic handbrake, wireless charging...",Toyota,Veloz,2022.0,Toyota Veloz Cross Top 1.5 CVT 2022,698000000,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2022-4303308
4899781,Domestic assembly,New car,SUV,0 Km,White,Black,5-door,7-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota Veloz Cross Top 1.5 CVT 2023- Car equipped with 1.5 engine, continuously variable automatic transmission - Leather and felt seats, 7 seats, 9inch screen, electric folding rearview mirrors, electric adjustment, integrated turn signals, - Start Powered by Startop, automatic air conditioning, wireless charging, - System status: pre-collision, lane departure, pre-collision, front cross-traffic warning. Please contact us to receive the offer. Incentives: Registration registration support, genuine nationwide warranty, installment payment support.",Toyota,Veloz,2023.0,Toyota Veloz Cross Top 1.5 CVT 2023,698000000,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2023-4899781
4440578,Domestic assembly,New car,SUV,0 Km,Black,Black,5-door,7-seat,Petrol	1.5 L,Electronic fuel injection,Automatic,RFD - Rear-wheel drive,7	L/100Km," TOYOTA AVANZA 1.5AT - IMMEDIATE DELIVERY OF CAR - BIG PROMOTION PROGRAM APRIL 2023 - HUGE CASH OFFER - Support accessory package worth up to 40 million - Free 01 year of TOYOTA insurance - 7 automatic transmission cars seats, fuel efficient 1.5 engine - Equipped with 8 inch screen, 4 speakers, spacious car, fuel efficient. - Equipped with VSC safety system, hill departure, blind spot warning... .......- Support for installment payments up to 80% - Support for car delivery - Vehicles available for immediate delivery - Support for consulting accessories according to customer needs For any consulting information, contact Hotline immediately",Toyota,Avanza,2023.0,Toyota Avanza Premio 1.5 AT 2023,598000000,https://bonbanh.com/xe-toyota-avanza-premio-1.5-at-2023-4440578
4342600,Imported,New car,SUV,0 Km,Silver,Black,5-door,7-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota Veloz Cross 1.5 CVT 7 seats, high chassis, imported complete unit. The car is equipped with many outstanding features: ✓ New generation 1.5L engine, smooth, smooth D-CVT automatic transmission, 3 modes Normal, Eco, Sport driving modes.✓ Luxurious, modern, energy-saving automatic LED headlights.✓ Electric rearview mirrors, automatic folding.✓ 16"" bright alloy wheels, 4-wheel disc brakes, Fish fin antenna, roof rack.✓ 2-tone leather seats.✓ 8"" touch entertainment screen, 6 speakers, smartphone connection.✓ Smartkey/Startstop, automatic air conditioning, wireless charging. ✓ Electronic handbrake, Auto hold brake hold mode.✓ Blind spot warning, rear cross-traffic warning.✓ 6 airbags, reversing camera, full safety features VSC, TRC, HAC...-- The bank supports 80% - 85% of the car value, the documents are simple and quick.",Toyota,Veloz,2023.0,Toyota Veloz Cross 1.5 CVT 2023,658000000,https://bonbanh.com/xe-toyota-veloz-cross-1.5-cvt-2023-4342600
