ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,fuel_system,transmission,drive_type,fuel_consumption,describe,brand,grade,year_of_manufacture,car_name,price,url
4799029,Domestic assembly,Used car,Sedan,"13,000 Km",White,Cream,4-door,5-seat,Petrol	1.8 L,,Automatic,FWD - Front-wheel drive,06	L/100Km," Selling altis 2020, car with full factory maintenance history. The car is like new, has not run all the way",Toyota,Corolla altis,2020.0,Toyota Corolla altis 1.8E AT 2020 car,645000000,https://bonbanh.com/xe-toyota-corolla_altis-1.8e-at-2020-4799029
4850758,Imported,Used car,SUV,"79,000 Km",Brown,Brown,5-door,8-seat,Diesel	2.4 L,,Automatic,RFD - Rear-wheel drive,8	L/100Km," Due to the need to change the car, need to transfer the Toyota Fortuner 7 seater imported from Indonesia. - Year of production 2018 - Car for family use, not for service business, has traveled 79,000 km. - Car is in good condition, original machinery. zin .- 2-way insurance remaining 1 year .- Vehicle registered with 1 owner .- Ho Chi Minh City license plate [easy to remember pair license plate] Price negotiable for those with good will.",Toyota,Fortuner,2018.0,Toyota Fortuner 2.4G 4x2 AT 2018,869000000,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2018-4850758
4922073,Imported,Used car,SUV,"8,000 Km",White,Brown,4-door,5-seat,Petrol	1.8 L,,Automatic,FWD - Front-wheel drive,L/100Km," Cross 1.8v 2022 runs 8000 km like brand new. Toys around the car, boot kick, cruise cam, panoramic 360 cam",Toyota,Corolla Cross,2022.0,Toyota Corolla Cross 1.8V 2022,835000000,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-4922073
4929483,Domestic assembly,Used car,Sedan,"68,000 Km",Sand,Sand,4-door,5-seat,Petrol	2.5 L,Electronic spraying,Automatic,FWD - Front-wheel drive,8	L/100Km," The car is original, not flooded, has been serviced and maintained at the company's factory, electric seats, motorized curtains, lockable hsi, original bsnr, abs brakes, 3-zone air conditioning.",Toyota,Camry,2015.0,Toyota Camry 2.5Q 2015,645000000,https://bonbanh.com/xe-toyota-camry-2.5q-2015-4929483
4912112,Imported,Used car,SUV,"20,000 Km",Black,Cream,5-door,7-seat,Petrol	2.7 L,,Automatic,4WD - Four-wheel drive (4WD),L/100Km," Toyota Prado 2020 Hanoi, one owner, company name High export contract nearly 2 billion Black color with cream interior ODO: 2 thousand Commitment to car quality on the sales contract. Sincerely watch the news.",Toyota,Prado,2020.0,Toyota Prado VX 2.7L 2020,2450000000,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2020-4912112
4908083,Imported,Used car,Van/Minivan,"24,000 Km",White,Black,5-door,7-seat,Petrol	3.5 L,3.5,Automatic,FWD - Front-wheel drive,12	L/100Km," Just arrived Toyota Alphard Executive Lounge 2021 Odo 24,000km like new 1 owner from the beginning. Price: inbox",Toyota,Alphard,2021.0,Toyota Alphard Luxury Executive Lounge 2021 car,3999000000,https://bonbanh.com/xe-toyota-alphard-luxury-executive-lounge-2021-4908083
4806115,Imported,Used car,Sedan,"5,000 Km",White,Cream,4-door,5-seat,Petrol	2.5 L,,Automatic,FWD - Front-wheel drive,8	L/100Km," Super fast car, first registered at the end of 2022 - Full accessories: heat insulation film, 4D floor mats, chrome-plated front bumper, rear bumper, car side, trunk, luggage tray, ceramic coating, underbody cover , remote ignition...- Need to liquidate quickly for good-willed people- Still negotiable",Toyota,Camry,2022.0,Toyota Camry 2.5Q 2022,1380000000,https://bonbanh.com/xe-toyota-camry-2.5q-2022-4806115
4892782,Imported,Used car,Hatchback,0 Km,Red,Colorful,5-door,5-seat,Petrol	1.3 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Selling Toyota Yaris G produced 2014, imported automatic transmission, license plate number 15Axx. Beautiful car, no faults......very good price.-Fully equipped: 12inch screen Android/Apple car connected to Wifi 4G Camera Reverse sensor, electric folding mirrors, integrated controls on the steering wheel, automatic air conditioning, Start Stop smart key, Bi Led lights...... - The car sales salon has a commitment: + Car does not crash , not flooded + Original engine, plastic paint, glue + Low interest installment payment support Salon Quang Hung Auto - Address: No. 247 Le Thanh Tong, Hai Phong.",Toyota,Yaris,2014.0,Toyota Yaris 1.3G 2014,398000000,https://bonbanh.com/xe-toyota-yaris-1.3g-2014-4892782
4911044,Domestic assembly,Used car,SUV,"25,000 Km",Black,Black,5-door,7-seat,Diesel	2.4 L,,Automatic,RFD - Rear-wheel drive,L/100Km,"Cam Pha Auto Market has just arrived Toyota Fortuner Legender sx 2021. The car is fully equipped with modern amenities of the line. Commitment to selling a 2-year warranty... The car has not been in an accident. The car has not been flooded or hydro-jacked. The car has not had the engine overhauled. The car has not been fined. Make sure the documents are valid and Eligible for purchase, sale and title transfer. Make sure to clearly identify the origin and correct year of manufacture. You can check at any company or garage.",Toyota,Fortuner,2021.0,Toyota Fortuner 2.4G 4x2 AT Legender 2021,1080000000,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-legender-2021-4911044
4928994,Domestic assembly,Used car,Sedan,"10,000 Km",Yellow,gray,4-door,5-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota Vios E AT form 2019 super new odo 1v km TP plate - Equipped with steering wheel integrated with function keys, collision sensor, mirror turn signals, touch screen, genuine leather seats, reversing camera, etc. Collision, No flooding, Car sales with warranty, Support to buy cars in installments, Brand testing included,....If you need to contact us for more detailed information!",Toyota,Vios,2019.0,Toyota Vios 1.5E CVT 2019,460000000,https://bonbanh.com/xe-toyota-vios-1.5e-cvt-2019-4928994
4831863,Imported,Used car,SUV,"50,000 Km",White,Brown,5-door,8-seat,Petrol	2.7 L,Gasoline,Automatic,RFD - Rear-wheel drive,11	L/100Km," Selling private car by owner. Pearl white price. The car has over 50,000 miles on it. Keeping. Original. Commitment to not crash or flood",Toyota,Fortuner,2018.0,Toyota Fortuner 2.7V 4x2 AT 2018,760000000,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2018-4831863
4590841,Domestic assembly,Used car,Sedan,0 Km,Black,Cream,4-door,5-seat,Petrol	2.0 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota Camry 2.0E black color 2013, Hanoi license plate. The car is equipped with high-quality leather interior, electrically adjustable mirrors, electric rearview mirrors, integrated steering wheel, 2-zone automatic air conditioning, airbags. safety, remote control door lock, cast wheels, fuel economy mode, anti-lock braking system ABS, EBD... Please contact directly for more information. Thank you!",Toyota,Camry,2013.0,Toyota Camry 2.0E 2013,479000000,https://bonbanh.com/xe-toyota-camry-2.0e-2013-4590841
4891665,Imported,Used car,Van/Minivan,"28,888 Km",White,Brown,5-door,7-seat,Hybrid	2.5 L,,Automatic,AWD - 4-wheel drive (AWD),L/100Km," Toyota Sienna Plantium hybrid sx 2021 white color with brown interior, personal name with happy Han plate. Super big and spacious car equipped with many safety features. Guaranteed not to crash or flood, including inspection and testing Bank support",Toyota,Sienna,2021.0,Toyota Sienna Platinum 2.5 AT AWD 2021,4790000000,https://bonbanh.com/xe-toyota-sienna-platinum-2.5-at-awd-2021-4891665
4502877,Imported,Used car,SUV,0 Km,Black,Brown,5-door,5-seat,Petrol	1.8 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota Cross, V version ✓ Manufactured: 2022✓ black car with brown interior, very nice, Full version with 360 cam, electric seats, etc.♥️ Price: not cheap for the present time TAN HUNG YEN AUTO Say no to stabbing Don't get flooded. Support installment payments up to 75%, quick procedures. Address: 126A, 2/9 Street, Da Nang City. ✓Thank you for your interest and support of the company. ✓The company is always committed to buying cars at affordable prices. Highest, high commission for referrers",Toyota,Corolla Cross,2022.0,Toyota Corolla Cross 1.8V 2022,880000000,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-4502877
4877656,Imported,Used car,SUV,"9,000 Km",Black,Brown,5-door,5-seat,Petrol	1.8 L,,Automatic,FWD - Front-wheel drive,L/100Km," Toyota Cross 1.8V produced in 2021, special edition gasoline engine, HCMC plate, rolls 9000km. The car is crash-free, not flooded, car sales with warranty, support for buying cars in installments, factory testing included,....If you need to contact us for more detailed information!",Toyota,Corolla Cross,2021.0,Toyota Corolla Cross 1.8V 2021,845000000,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2021-4877656
4733578,Imported,Used car,SUV,"100,000 Km",Black,Black,5-door,8-seat,Petrol	4.6 L,,Automatic,AWD - 4-wheel drive (AWD),L/100Km," Truong Huy Auto offers Toyota Landcuiser VX 4.6 for sale 2013, registered 2014, excellent beautiful car, car equipped with many modern features, we guarantee that the car is error-free, quick title transfer procedures, nationwide BANK support, customers with needs Buy, sell or exchange used cars, please contact us",Toyota,Land Cruiser,2013.0,Toyota Land Cruiser VX 4.6 V8 2013,1950000000,https://bonbanh.com/xe-toyota-land_cruiser-vx-4.6-v8-2013-4733578
4915763,Imported,Used car,SUV,"59,999 Km",Yellow,Cream,5-door,8-seat,Petrol	4.6 L,,Automatic,AWD - 4-wheel drive (AWD),L/100Km," Toyota Land Cruiser V8 2016 4.6L Genuine maintenance warranty. The car has full screen options, 360 camera... Hanoi sign is easy to remember. If you are interested, inbox me. The car is beautiful with no minor defects.",Toyota,Land Cruiser,2016.0,Toyota Land Cruiser VX 4.6 V8 2016,3179000000,https://bonbanh.com/xe-toyota-land_cruiser-vx-4.6-v8-2016-4915763
4904984,Domestic assembly,Used car,Sedan,"40,000 Km",Sand,Cream,4-door,5-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota Vios G 2021 1 owner from the beginning with 4 miles original. Commitment to standard kilometers without rewinding. Sufficient maintenance history. ✓ Written commitment to quality - Vehicle has not crashed or been flooded - Original engine and gearbox - Vehicle has not been fined - Complete records, clear legal origin - Warranty on engine and transmission up to 06 months ======================= Support for installment payments up to 70% of car value We have many car models suitable for all types of people. customer image. You can come visit and check directly. Sincerely thank .",Toyota,Vios,2021.0,Toyota Vios G 1.5 CVT 2021,525000000,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2021-4904984
4513622,Domestic assembly,Used car,Sedan,"105,000 Km",Pink,Cream,4-door,5-seat,Petrol	2.4 L,2.4G,Automatic,FWD - Front-wheel drive,9	L/100Km,"Description information: Selling Camry 2.4 G, first registered in 2007, registered in 2008, one owner bought from the beginning, hard to find original model, 7 colors available, solid car, solid underpinning, smooth engine without a trace Oil leaks, deep cooling air conditioner, very nice interior carefully maintained by the owner, has genuine Enroi 12in voice control screen, Vietmab navigation, listen to music and watch TV online, integrated steering wheel. The car runs very smoothly and safely, 2 airbags. In general, the car is very good, you don't have to do anything to buy it, refuel it and drive it. I am a car buying and selling salon, so I have strictly inspected and covered all brands nationwide. Selling to users, including documents for any AC that needs to use. Thank you",Toyota,Camry,2007.0,Toyota Camry 2.4G 2007,365000000,https://bonbanh.com/xe-toyota-camry-2.4g-2007-4513622
4810264,Imported,Used car,SUV,"52,000 Km",White,Black,5-door,7-seat,Petrol	1.5 L,,Automatic,RFD - Rear-wheel drive,L/100Km," Selling Toyota Rush-S 2020 white color, 1 owner personal car. The car is fully equipped and ready to buy and use immediately. Beautiful car in original condition with nationwide inspection.! Please see the car for a test drive.",Toyota,Rush,2020.0,Toyota Rush 1.5S AT 2020,559000000,https://bonbanh.com/xe-toyota-rush-1.5s-at-2020-4810264
4732240,Domestic assembly,Used car,SUV,"88,000 Km",White,Brown,5-door,8-seat,Petrol	2.7 L,,Automatic,4WD - Four-wheel drive (4WD),L/100Km," Selling Toyota Fortuner TRD Sportivo 2.7V 4x2, Model 2014, White. Well used family car, only 88,000km, 5 original tires with the car, fully maintained, over 85% new. Test included.- Option: + Genuine leather seats according to the car.+ Electric driver's seat.+ Adriod screen.+ Dashboard camera.+ Rear camera.+ Reverse sensor.+ Floor lining.+ Heat insulation film.... - Commitment.+ No need to touch.+ No flooding.",Toyota,Fortuner,2014.0,Toyota Fortuner TRD Sportivo 4x4 AT 2014,568000000,https://bonbanh.com/xe-toyota-fortuner-trd-sportivo-4x4-at-2014-4732240
4657039,Domestic assembly,Used car,Sedan,"70,500 Km",Black,Black,4-door,5-seat,Petrol	1.5 L,Electronic injector,Automatic,FWD - Front-wheel drive,6	L/100Km," Super Vios G 2014, one owner with city license plate, only 70,000 km run, super new, unique blue-black color, brand new interior, genuine leather seats, genuine leather steering wheel, maintenance history every day, every day. month of every year, not a single day is missing. Lucky for whoever owns it. Warranty 2 years and 20,000km. Deliver the car to your home to check and receive money.",Toyota,Vios,2014.0,Toyota Vios 1.5G 2014,385000000,https://bonbanh.com/xe-toyota-vios-1.5g-2014-4657039
4921462,Imported,Used car,SUV,"29,000 Km",Black,Brown,5-door,8-seat,Petrol	4.6 L,,Automatic,AWD - 4-wheel drive (AWD),L/100Km," Just arrived for sale immediately: Toyota LandCruiser VX 4.6 V8, 2020, privately owned in Hanoi, 2.90 thousand km. The color is black and brown. Body Middle East ...ACE connects with customers to sell. Thanks! Where is the best price? This will be better. The price is very flexible as long as the car can be drifted.",Toyota,Land Cruiser,2020.0,Toyota Land Cruiser 4.6 V8 2020,4590000000,https://bonbanh.com/xe-toyota-land_cruiser-4.6-v8-2020-4921462
4924978,Imported,Used car,SUV,0 Km,White,Black,5-door,7-seat,Petrol	2.7 L,,Automatic,4WD - Four-wheel drive (4WD),L/100Km," The powerful and trendy luxury luxury SUV is the Toyota Prado TX.L V6 2.7L produced in 2016, youthful and successful white color, the car is guaranteed to be original without collision, including nationwide inspection and testing.Toyota Prado TX.L 2016 is equipped with many modern optional features, ignition, electric seats, genuine cold box, strong and sophisticated design... Extremely good price, please contact for more details Best regards!",Toyota,Prado,2016.0,Toyota Prado TXL 2.7L 2016,1475000000,https://bonbanh.com/xe-toyota-prado-txl-2.7l-2016-4924978
4862753,Imported,Used car,SUV,0 Km,Black,Cream,5-door,7-seat,Petrol	2.7 L,,Automatic,4WD - Four-wheel drive (4WD),L/100Km, HOT New ArrivalsToyota Prado 2.7VX 2021 Black nt BeLatest cars in VietnamImported from JapanPersonal car with provincial license plate Many high-end toys installedSupport for buying and selling cars in installmentsSee cars at Toyota Phap Van,Toyota,Prado,2021.0,Toyota Prado VX 2.7L 2021,2545000000,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-4862753
4927521,Imported,Used car,Hatchback,"100,000 Km",Grey,Colorful,5-door,5-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km,"City Car needs to sell Toyota Yaris 1.5 AT - Manufactured in 2011, Odo 100,000 - Private car with Hanoi license plate - 5 seater sedan imported completely from Thailand, silver gray color, new leather interior, beautiful felt ceiling. new, 100% original machinery, 2 keys with the car - A car known as a copper pot with little damage and very cheap repair parts - Equipped options include: Rear camera Two pockets for driver and passenger front passenger, ABS, EBD braking system, two-way hot and cold air conditioning, auto up and down windshield, molded wheels, CD, FM, MP3, USB port - 100% commitment to accident-free and flood-free vehicles",Toyota,Yaris,2011.0,Toyota Yaris 1.5 AT 2011,335000000,https://bonbanh.com/xe-toyota-yaris-1.5-at-2011-4927521
4855650,Domestic assembly,Used car,Sedan,"62,222 Km",Black,Cream,4-door,5-seat,Petrol	2.0 L,Fuel injection,Automatic,FWD - Front-wheel drive,7	L/100Km,"TOYOTA NANKAI USED CAR HAI PHONGThe first genuine dealer in Dat Cang specializing in: Buying, selling - exchanging high quality used cars!Offering for sale CAMRY 2.0E new black formManufactured & Registered January 2017 - one license plate owner 15A. Well maintained, the interior is still new. 1 tire has been replaced. Vehicle commitment: No accidents affecting the chassis - No flooding - Original engine and gearbox! Quality tested by Genuine technical team. Enjoy buying the car. Please contact us for the best price!",Toyota,Camry,2017.0,Toyota Camry 2.0E 2017,685000000,https://bonbanh.com/xe-toyota-camry-2.0e-2017-4855650
4917907,Domestic assembly,Used car,Sedan,"13,000 Km",Grey,Cream,4-door,5-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,6	L/100Km,"Carpla Central Region offers genuine used cars for sale with a commitment to quality and warranty Toyota Vios G 2019 Odo: 13,000 km Transmission: Automatic Year of Manufacture: 2019 Contact to negotiate price - see car in Da Nang SPECIAL: Introduction to buying/selling with high commitment.--- ̂́: Car has not crashed, not flooded Vehicle has never overhauled gearbox or engine Vehicle has no cold fines Guaranteed legal documents 01 extra 1 year genuine warrantySupport installment payments of 60-70% of car value Accept car sales/consignment/exchange Includes brand testing/car delivery all over the country",Toyota,Vios,2019.0,Toyota Vios 1.5G 2019,485000000,https://bonbanh.com/xe-toyota-vios-1.5g-2019-4917907
4861717,Domestic assembly,Used car,Sedan,"40,000 Km",White,Cream,4-door,5-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km," Toyota Vios G 1.5AT 2019 Odo 2v km, Full set of tires, interior and exterior are very new, many car options Support installment payments up to 70% of car value. Commitment that the vehicle is accident-free, flooded, water-damaged, and that the machinery is intact in writing. Warranty for digital bridge machinery up to 1 year...",Toyota,Vios,2019.0,Toyota Vios 1.5G 2019,485000000,https://bonbanh.com/xe-toyota-vios-1.5g-2019-4861717
4815844,Domestic assembly,Used car,Sedan,"53,000 Km",Silver,Cream,4-door,5-seat,Petrol	1.5 L,Electronic fuel pump,Automatic,FWD - Front-wheel drive,6	L/100Km," Family car for sale, the owner bought it new from the beginning, the car is equipped with a reverse cam seat screen, reverse cam sensor, cruise cam, 7 airbags, etc. The car has a full history of no crashes or floods, including a factory test, now for sale. For good-willed people to buy and use at a good price for you quickly.",Toyota,Vios,2019.0,Toyota Vios 1.5E CVT 2019,450000000,https://bonbanh.com/xe-toyota-vios-1.5e-cvt-2019-4815844
4738726,Domestic assembly,Used car,Sedan,"70,000 Km",Sand,Cream,4-door,5-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,6	L/100Km," Urgent sale of the most advanced Vios G version, 7 airbags, automatic transmission, 2-way insurance, reverse camera, screen with heat-insulating film, beautiful car, mechanic, feel free to view, please call if needed, no texting.",Toyota,Vios,2018.0,Toyota Vios 1.5G 2018,399000000,https://bonbanh.com/xe-toyota-vios-1.5g-2018-4738726
4869705,Imported,Used car,SUV,"200,000 Km",White,Black,5-door,5-seat,Petrol	1.0 L,,Automatic,FWD - Front-wheel drive,5	L/100Km," The car for sale is 20,000 years old, made in 2022, has a beautiful license plate, has a full maintenance history, has not had a single drop of paint on the outside, has a new speaker system that is over 20 million and sounds great. The car has been kept and is now for sale, sir. If anyone needs help, please contact me via sms or zalo",Toyota,Raize,2022.0,Toyota Raize G 1.0 CVT 2022,569000000,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2022-4869705
4826248,Domestic assembly,Used car,SUV,0 Km,Black,Cream,5-door,8-seat,Petrol	2.7 L,,Automatic,4WD - Four-wheel drive (4WD),L/100Km," fotuner 2012 automatic 4x4 family car, private owner, injector, solid chassis, good engine, smooth engine, cool air conditioning, nice tires, just serviced, ready to go",Toyota,Fortuner,2012.0,Toyota Fortuner 2.7V 4x4 AT 2012,490000000,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x4-at-2012-4826248
4669288,Imported,Used car,Bán tải / Pickup,"20,000 Km",Black,Black,4-door,5-seat,Diesel	2.8 L,,Automatic,4WD - Four-wheel drive (4WD),L/100Km,"Selling the Hilux 2021 most advanced version with 2 automatic transmission Adventure. Full option of interior LED lights, JBL speakers,... Rolling 20,000km to super new standards. Zin complete. Including checks nationwide.",Toyota,Hilux,2021.0,Toyota Hilux 2.8L 4x4 AT 2021,979000000,https://bonbanh.com/xe-toyota-hilux-2.8l-4x4-at-2021-4669288
4859821,Domestic assembly,Used car,Sedan,"15,000 Km",White,Cream,4-door,5-seat,Petrol	1.5 L,electronic fuel injection,Automatic,FWD - Front-wheel drive,L/100Km,"Anh Ly Ha Giang Auto sells a very beautiful Toyota Vios G 1.5AT made in 2021, 1 owner from the beginning, province license plate quickly shortened. New Form design car: Led lights, underbody lights, turn warning on the mirror , 4-wheel ABS disc brakes,... High-quality leather interior, DVD screen combined with reversing camera, reversing sensor, Steering wheel with integrated buttons, Start/Stop ignition, charging pipe, USB port, two-way air conditioning , rain wipers, electric mirrors, safety airbags,... Smooth engine, solid underbody, fuel efficient Commitment to accident-free, flood-free vehicle, original engine from the manufacturer Bank support 70% of price car treatment",Toyota,Vios,2021.0,Toyota Vios G 1.5 CVT 2021,550000000,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2021-4859821
4542297,Domestic assembly,Used car,SUV,0 Km,White,Cream,5-door,8-seat,Petrol	2.7 L,,Automatic,RFD - Rear-wheel drive,L/100Km,"Toyota Fortuner Sportivo 2015 4x2 gasoline engine, Manufactured 2015 Equipped with enough options but very healthy and easy to raise. The most spacious 7-seat space in the segment. Anyone interested should contact us for more detailed information",Toyota,Fortuner,2015.0,Toyota Fortuner TRD Sportivo 4x2 AT 2015,599000000,https://bonbanh.com/xe-toyota-fortuner-trd-sportivo-4x2-at-2015-4542297
4832095,Imported,Used car,Crossover,"66,000 Km",White,Cream,5-door,5-seat,Petrol	2.7 L,Electronic,Automatic,FWD - Front-wheel drive,L/100Km," Family car bought new from the beginning. 2009 registered 2010 Venza version 2.7 imported from the US Odo 66,000 miles Family car well maintained, regularly maintained, no errors. Guaranteed no accidents or hydro strikes. View the car in District 7. Price: (negotiable) goodwill guests)",Toyota,Venza,2009.0,Toyota Venza 2.7 2009 car,548000000,https://bonbanh.com/xe-toyota-venza-2.7-2009-4832095
4888360,Imported,Used car,Hatchback,"10,000 Km",Orange,Black,5-door,5-seat,Petrol	1.2 L,Gasoline,Automatic,FWD - Front-wheel drive,5	L/100Km," Wigo at production and 2019 vehicle, 1 owner with 10,000 km. See the car in Hanoi. Do you have a customer who can help me sell it? Thank you",Toyota,Wigo,2019.0,Toyota Wigo 1.2G AT 2019,345000000,https://bonbanh.com/xe-toyota-wigo-1.2g-at-2019-4888360
