ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,fuel_system,transmission,drive_type,fuel_consumption,describe,brand,grade,year_of_manufacture,car_name,price,url
4889956,Domestic assembly,Used car,Sedan,0 Km,Silver,Brown,4-door,5-seat,Petrol	1.25 L,,Manual,FWD - Front-wheel drive,L/100Km," J10 production 2017, manual transmission, excellent, original, no problem, anyone with good intentions. Contact us, we support the bank. Private car, injectors, solid chassis, good engine, smooth engine, cool air conditioning, nice tires. Just finished maintenance, ready to go home",Hyundai,i10,2017.0,Hyundai i10 Grand 1.2 MT Base 2017,250000000,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-base-2017-4889956
4921619,Domestic assembly,Used car,SUV,0 Km,Yellow,Cream,5-door,7-seat,Diesel	2.5 L,,Manual,RFD - Rear-wheel drive,L/100Km," Pajero Sport 2016 2.5MT Sand gold Engine oil, beautiful car with no minor faults, a super nice Hanoi license plate owner, only runs 90,000, original engine, super quality chassis, very good gear, has been tuned High quality leather seats - Android screen - reverse sensor - dash cam...etc. The car is sold with a guarantee of originality, including a manufacturer's check or garage test nationwide. If you are interested, please contact us.",Mitsubishi,Pajero Sport,2016.0,Mitsubishi Pajero Sport D 4x2 MT 2016,499000000,https://bonbanh.com/xe-mitsubishi-pajero-sport-d-4x2-mt-2016-4921619
560029,Imported,New car,Truck,0 Km,White,Cream,2-door,3-seat,Diesel,Powerful turbocharger saves fuel,Manual,RFD - Rear-wheel drive,L/100Km,0,Isuzu,QKR,2022.0,Isuzu QKR IZ65 2t5-3t5 BAT 2022,435000000,https://bonbanh.com/xe-isuzu-qkr-iz65-2t5-3t5-bat-2022-560029
4850249,Domestic assembly,Used car,Truck,"120,000 Km",White,gray,2-door,3-seat,Diesel,ten,Manual,RFD - Rear-wheel drive,10	L/100Km," The family needs to sell a 7 ton car made in 2017, registered in 2019, good engine, good condition, cool air conditioner, 6 new tires. Owner needs money to sell. Contact Mr. Tue. Thank you for watching.",Thaco,Ollin,2017.0,Thaco Ollin 7 ton vehicle 2017,370000000,https://bonbanh.com/xe-thaco-ollin-7-tan-2017-4850249
4833902,Domestic assembly,Used car,Sedan,0 Km,Sand,gray,4-door,5-seat,Petrol	1.8 L,,Manual,FWD - Front-wheel drive,L/100Km," Nice car + new registration + 1 owner Private car, injectors, solid chassis, good engine, smooth engine, cool air conditioning, nice tires, just serviced, ready to go",Toyota,Corolla altis,2011.0,Toyota Corolla altis 1.8G MT 2011,299000000,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-mt-2011-4833902
4852149,Domestic assembly,New car,Bán tải / Pickup,0 Km,Green,Black,4-door,5-seat,Diesel	2.2 L,,Manual,4WD - Four-wheel drive (4WD),7	L/100Km, Ford Ranger 24/7 rescue package. Free 1 accessory package including: - Material insurance. - Ranger trunk lining. - Genuine heat insulation film with 10 year warranty. - Genuine dash cam. - Undercarriage cover. - Lining 5D-6D floors.......,Ford,Ranger,2023.0,Ford Ranger XL 2.0L 4x4 MT 2023,659000000,https://bonbanh.com/xe-ford-ranger-xl-2.0l-4x4-mt-2023-4852149
4884712,Domestic assembly,Used car,SUV,"2,000,000 Km",Take note,Cream,5-door,8-seat,Petrol	2.6 L,,Manual,RFD - Rear-wheel drive,10	L/100Km,"The car the uncle drove to the court had a solid chassis! When I get home, I just need to refuel and go. I want to upgrade my car so I want to sell it",Ford,Everest,2007.0,Ford Everest 2.6L 4x2 MT 2007,156000000,https://bonbanh.com/xe-ford-everest-2.6l-4x2-mt-2007-4884712
4759478,Domestic assembly,Used car,Truck,"90,000 Km",Green,Grey,2-door,3-seat,Diesel,,Manual,RFD - Rear-wheel drive,8	L/100Km,"The other truck is a 2018 closed box K250. The truck runs so it's still very new. The engine follows the car, is quiet, and saves fuel. 3.5m long box. Load capacity 2.49 tons Sell immediately to bona fide buyers",Kia,Frontier,2018.0,Kia Frontier 2018,320000000,https://bonbanh.com/xe-kia-frontier--2018-4759478
4885770,Imported,Used car,SUV,"65,000 Km",Grey,Brown,5-door,8-seat,Diesel	2.4 L,,Manual,RFD - Rear-wheel drive,L/100Km,"Diem Thao Auto sells Toyota Fortuner imported MT diesel engine. Traveled 65,000 km, all original. The car is on Zestech screen, electric trunk, cruise cam....Sold in no crash or flood condition. If anyone is interested, please contact us for more information.",Toyota,Fortuner,2018.0,Toyota Fortuner 2.4G 4x2 MT 2018,800000000,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2018-4885770
4754900,Domestic assembly,Used car,Sedan,"99,999 Km",Green,Cream,4-door,5-seat,Petrol	2.2 L,Electricity,Manual,FWD - Front-wheel drive,7	L/100Km,"For sale is a standard family car with no faults, very well used, very beautiful, original chassis, see pictures to see clearly. 7-color machine, very fuel efficient. The car is fully equipped with toys such as a genuine DVD player, anti-theft, super bright lights, 3m glass stickers, electric mirrors, etc. The car used by the family is very beautiful so don't compare. For service vehicles that are often in need of contact, inspection is guaranteed to satisfy immediately, a mechanic will inspect the vehicle, and documents will be drawn up for the buyer. Thank you for watching! Home delivery nationwide during the pandemic",Toyota,Camry,2000.0,Toyota Camry GLi 2.2 2000,179000000,https://bonbanh.com/xe-toyota-camry-gli-2.2-2000-4754900
4926110,Domestic assembly,Used car,SUV,"86,000 Km",Silver,Grey,5-door,8-seat,Diesel, Electronic spraying,Manual,RFD - Rear-wheel drive,6	L/100Km,"Selling Fotune engine, excellent engine, 1 owner from the beginning, 3 keys, brand new tires, undamaged spare parts, overall interior and exterior under the chassis is undiscussed, no screws have been touched. Very attractive, in short, the car is very affordable, very good for those who want to buy quickly",Toyota,Fortuner,2016.0,Toyota Fortuner MT 2016,618000000,https://bonbanh.com/xe-toyota-fortuner-mt-2016-4926110
4916008,Domestic assembly,Used car,Sedan,0 Km,White,Black,4-door,5-seat,Petrol	1.5 L,,Manual,FWD - Front-wheel drive,L/100Km, Vios 2020 A collection of used cars for sale. The car is in original condition and has not been touched. The glue is still intact and has not been hit or flooded. Please contact me.,Toyota,Vios,2020.0,Toyota Vios 1.5E MT 2020,395000000,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2020-4916008
4805352,Domestic assembly,Used car,Wagon,"17,000 Km",Red,Grey,5-door,5-seat,Petrol	1.0 L,,Manual,FWD - Front-wheel drive,5	L/100Km,"Home used car, zin paint, Michelin tires, no leaks, good undercarriage",Suzuki,Wagon R+,2007.0,Suzuki Wagon R+ 1.0 MT 2007,100,https://bonbanh.com/xe-suzuki-wagon_r+-1.0-mt-2007-4805352
4916076,Domestic assembly,Used car,SUV,"20,000 Km",Silver,Silver,5-door,8-seat,Petrol	2.0 L,Electronic fuel injection,Manual,RFD - Rear-wheel drive,8	L/100Km," Cheap 8-seater car, good engine, runs well, ok for long distances",Mitsubishi,Jolie,2003.0,Mitsubishi Jolie MB 2003 car,39000000,https://bonbanh.com/xe-mitsubishi-jolie-mb-2003-4916076
4851113,Domestic assembly,Used car,Van/Minivan,0 Km,Red,Colorful,5-door,2-seat,Petrol	0.8 L,,Manual,FWD - Front-wheel drive,L/100Km," I need to sell a 214 spark van, full copy, all original cars. Private car, injectors, solid chassis, good engine, smooth engine, cool air conditioning, nice tires, just serviced. ready to go home",Chevrolet,Spark,2014.0,Chevrolet Spark Lite Van 0.8 MT 2014,115000000,https://bonbanh.com/xe-chevrolet-spark-lite-van-0.8-mt-2014-4851113
4903693,Imported,Used car,Hatchback,"9,800 Km",Orange,Black,5-door,5-seat,Petrol	1.2 L,,Manual,FWD - Front-wheel drive,L/100Km," Older family car for sale, has many toys, at least 9800 km, car is like new, selling at the above price. Contact now to view the car",Toyota,Wigo,2018.0,Toyota Wigo 1.2G MT 2018,290000000,https://bonbanh.com/xe-toyota-wigo-1.2g-mt-2018-4903693
4865637,Domestic assembly,Used car,SUV,"160,000 Km",Green,gray,5-door,8-seat,Petrol	1.8 L,EFI,Manual,RFD - Rear-wheel drive,8	L/100Km," Selling 2004 Toyota Zace GL, melon green color, Hanoi license plate, private name, car is equipped with 2-way air conditioning, 2 cooling units, electric adjustable mirrors, leather interior, genuine felt according to the car is very new, sound DVD player, original undercarriage, car has never been crashed or flooded, all details are original to the manufacturer, listed until 7/2023, want to sell to someone who really needs to use it, anyone interested please ask Contact soon! Thank you for reading.",Toyota,Zace,2004.0,Toyota Zace GL 2004,185000000,https://bonbanh.com/xe-toyota-zace-gl-2004-4865637
4735894,Domestic assembly,New car,Bán tải / Pickup,0 Km,Green,Black,4-door,5-seat,Diesel	2.2 L,,Manual,4WD - Four-wheel drive (4WD),L/100Km,"Ford Ranger XL 4x4MT new version 2023- FREE INSURANCE + Heat insulation film, trunk lining, extended warranty - Contact now for detailed advice!! New Ranger model with many more modern changes - Grille The new black color combined with C-shaped halogen lights is typical of Built Ford Tough. - The seamless design of the dashboard and central entertainment screen helps the vehicle compartment become wider, creating a feeling of comfort and convenience. doubt. The 10-inch high-tech LED central entertainment screen has a modern and powerful design.",Ford,Ranger,2023.0,Ford Ranger XL 2.0L 4x4 MT 2023,619000000,https://bonbanh.com/xe-ford-ranger-xl-2.0l-4x4-mt-2023-4735894
4845600,Domestic assembly,Used car,Sedan,"90,000 Km",Black,gray,4-door,5-seat,Petrol	1.8 L,,Manual,FWD - Front-wheel drive,L/100Km,"Corrola Altis 2015 MT Original SgOdo 9vBeautiful car with no defects guaranteed 100%Equipment: steering wheel, electric leather seats, interior like new, integrated steering wheel, automatic folding mirror,...Contact to view the car to know more details!",Toyota,Corolla altis,2015.0,Toyota Corolla altis 1.8G MT 2015,420000000,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-mt-2015-4845600
4811103,Domestic assembly,Used car,SUV,12 Km,Green,gray,5-door,5-seat,Petrol	1.3 L,IP,Manual,4WD - Four-wheel drive (4WD),5	L/100Km," Terios 2004, registered 2005, 2 bridges, just inspected, original owner, car consumes 4.5 liters of gas per 100 km, very nice car, with Android screen. If you are interested, please contact us for more information.",Daihatsu,Terios,2004.0,Daihatsu Terios 1.3 4x4 MT 2004,135000000,https://bonbanh.com/xe-daihatsu-terios-1.3-4x4-mt-2004-4811103
4678864,Domestic assembly,Used car,Sedan,0 Km,Black,Black,4-door,5-seat,Petrol	1.5 L,,Manual,FWD - Front-wheel drive,L/100Km," Someone asked me for a Honda City with a manual transmission and now I have it. He gave me a Honda City 2016 with a manual transmission with a super beautiful, youthful and elegant design suitable for many ages. The car has had 1 owner from the beginning, original condition. snail",Honda,City,2016.0,Honda City 1.5 MT 2016,358000000,https://bonbanh.com/xe-honda-city-1.5-mt-2016-4678864
4860045,Domestic assembly,Used car,Sedan,0 Km,Silver,Silver,4-door,5-seat,Petrol	1.5 L,,Manual,FWD - Front-wheel drive,6	L/100Km, The family wants to change cars. Make sure not to hit water or flood,Toyota,Vios,2017.0,Toyota Vios 1.5E 2017,380000000,https://bonbanh.com/xe-toyota-vios-1.5e-2017-4860045
4906296,Domestic assembly,Used car,SUV,"160,000 Km",Red,gray,5-door,5-seat,Petrol	1.6 L,EFI,Manual,4WD - Four-wheel drive (4WD),6	L/100Km," Selling a 2005 Suzuki Vitara JLX 1.6 MT 4WD, red color, Hanoi license plate, private name, 150,000 mileage, very nice condition, equipped with 2-way air conditioning, electric mirrors, power steering, cast wheels. , DVD sound, high quality leather interior, car has never been in a crash, original chassis, 2 axles operate smoothly, 80% original paint, 4 new tires. Want to sell to someone who needs to use it. Real use and understanding of this car model, anyone interested please contact soon!",Suzuki,Vitara,2005.0,Suzuki Vitara JLX 2005,198000000,https://bonbanh.com/xe-suzuki-vitara-jlx-2005-4906296
4912384,Domestic assembly,Used car,Van/Minivan,0 Km,White,-,5-door,2-seat,Petrol	1.5 L,,Manual,FWD - Front-wheel drive,6	L/100Km, Just arrived DB,Dongben,DB X30,2017.0,Dongben DB X30 V2S 2017 car,110000000,https://bonbanh.com/xe-dongben-db_x30-v2s-2017-4912384
4884219,Domestic assembly,Used car,Sedan,"100,000 Km",Silver,Cream,4-door,5-seat,Petrol	1.5 L, Gasoline,Manual,FWD - Front-wheel drive,7	L/100Km," One owner family car from the beginning, still quite nice and good price for you to run for family or business, all very OK. View the car for more information.",Toyota,Vios,2018.0,Toyota Vios 1.5E 2018,339000000,https://bonbanh.com/xe-toyota-vios-1.5e-2018-4884219
4844329,Domestic assembly,Used car,Sedan,"4,000 Km",Red,Black,4-door,5-seat,Petrol	1.5 L,Full electronic gasoline,Manual,FWD - Front-wheel drive,5	L/100Km,"TOYOTA VIOS 1.5E MT 2022 runs smoothly Still under manufacturer warranty until 2025- Engine: 1.5MT gasoline- Color: Red- Registration: Individual, Provincial Seaport- ODO: 4,000km- Equipment: Leather seats, floor lining, insulation film Heater, Screen, reverse cam, Collision sensor,... Price is negotiable. Commitment that the car will not crash or flood. Including factory tests, including car mechanics. Bao withdrew the file and transferred his name.",Toyota,Vios,2022.0,Toyota Vios E 1.5 MT 2022,450000000,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2022-4844329
4911455,Domestic assembly,Used car,Crossover,0 Km,Sand,Cream,5-door,8-seat,Petrol	2.0 L,,Manual,RFD - Rear-wheel drive,L/100Km,"Innova 2015 manual transmission The car is equipped with: leather seats, driver's airbag, AM/FM, cool air conditioning, reverse sensor, reverse camera, cast wheels, abs brakes,... The car has not been in a collision, is not flooded, Car sales with warranty, Support to buy cars in installments, Brand testing included,...If you need to contact us for more detailed information!",Toyota,Innova,2015.0,Toyota Innova 2.0E 2015 car,335000000,https://bonbanh.com/xe-toyota-innova-2.0e-2015-4911455
4927697,Domestic assembly,Used car,Sedan,"150,000 Km",Black,Grey,4-door,5-seat,Petrol,Gasoline,Manual,FWD - Front-wheel drive,7	L/100Km," Lacetti EX 1.6 MT, 2009, private name, one owner, license plate 98. Beautiful car with no faults, great engine. Beautiful interior and exterior, new tires. Hello now. See the car TT Khoai Chau - Hung Yen.",Daewoo,Lacetti,2009.0,Daewoo Lacetti EX 1.6 MT 2009,125000000,https://bonbanh.com/xe-daewoo-lacetti-ex-1.6-mt-2009-4927697
4928203,Domestic assembly,Used car,Sedan,"35,000 Km",White,gray,5-door,5-seat,Petrol,,Manual,FWD - Front-wheel drive,5	L/100Km,"For sale hyundai i10 2019 full manual transmission. Beautiful car original to the manufacturer. This car has 2 spacious front ends and a large trunk, suitable for families or all services are ok. If you are interested, please contact us for more detailed information. 12-month written warranty for your peace of mind.",Hyundai,i10,2019.0,Hyundai i10 GRAND 1.2MT 2019,320000000,https://bonbanh.com/xe-hyundai-i10-grand-1.2mt-2019-4928203
4874573,Imported,Used car,SUV,"10,000 Km",White,gray,5-door,8-seat,Diesel	2.4 L,Electric head spray,Manual,RFD - Rear-wheel drive,07	L/100Km," Fortuner for sale, imported manual transmission diesel engine, original engine, original body shell, original HS drawstring bag for customers to buy, brand new car with 10,000km run, new tires all over.",Toyota,Fortuner,2017.0,Toyota Fortuner 2.4G 4x2 MT 2017,765000000,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2017-4874573
4877366,Imported,Used car,Hatchback,0 Km,Silver,Different color,5-door,5-seat,Petrol	1.25 L,,Manual,FWD - Front-wheel drive,L/100Km,"Auto Dung Huyen offers imported Hyundai i10 manual transmission for sale. Car manufactured in 2015, extremely well maintained by owner, fully equipped with line amenities. The interior and exterior are also very beautiful. Committed to quality vehicles. Contact now to view the car",Hyundai,i10,2015.0,Hyundai i10 Grand 1.2 MT 2015,220000000,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-2015-4877366
4612140,Domestic assembly,Used car,Sedan,"68,000 Km",Sand,Cream,4-door,5-seat,Petrol	1.5 L,Electronic fuel injection,Manual,FWD - Front-wheel drive,5	L/100Km,"Selling Vios E 2016 family car, bought new, manual transmission, Hanoi license plate, sand yellow color, guaranteed all original car, customers who come to see the car can buy it immediately, anyone who wants to come can directly contact me to come over. Car viewing house.",Toyota,Vios,2016.0,Toyota Vios 1.5E 2016,315000000,https://bonbanh.com/xe-toyota-vios-1.5e-2016-4612140
4853175,Imported,Used car,Sedan,"150,000 Km",Black,Cream,4-door,5-seat,Petrol	1.6 L,Gasoline,Manual,FWD - Front-wheel drive,7	L/100Km," Need to sell imported Lacitty 2009 car. The car has all defects, accidents, and flooding",Daewoo,Lacetti,2009.0,Daewoo Lacetti SE 2009,170000000,https://bonbanh.com/xe-daewoo-lacetti-se-2009-4853175
4867728,Domestic assembly,Used car,Sedan,"10,000 Km",White,Cream,4-door,5-seat,Petrol	1.5 L,electronic fuel injection,Manual,FWD - Front-wheel drive,7	L/100Km,"The super product Daewoo Gentra 2010 costs only the same as the SH. The car's design and engine are considered quite durable, plus fuel economy. Daewoo Gentra runs smoothly and smoothly, the car also has good noise resistance. The space inside the car is more spacious and comfortable than other cars in the same segment, the interior and exterior are still very beautiful like new. Best of all, Daewoo Gentra rarely has minor problems and is a popular car so it's easy to find replacement parts. On long roads, the car consumes about 7 liters/100km, on city roads depending on the driver's experience. Vehicle amenities such as DVD player, reverse cam, fully electric windows",Daewoo,Gentra,2010.0,Daewoo Gentra SX 1.5 MT 2010,138000000,https://bonbanh.com/xe-daewoo-gentra-sx-1.5-mt-2010-4867728
4848644,Domestic assembly,Used car,Crossover,"60,000 Km",Take note,Yellow,5-door,8-seat,Petrol	2.0 L,,Manual,RFD - Rear-wheel drive,L/100Km,"#Toyota_Innova_2019 #Edition_20E-Car condition is over 90% new.- DK 12/2019-Odo_60000km-100% original machinery.... smooth and quiet. car has just been fully serviced in AZ, only refueling when returning. That's it.-The car has not been crashed or flooded.-The owner immediately notarized the purchase and sale authorization, and supports withdrawing HS for customers.-Please call Cuong before coming to see the car. - Cuong buys and sells at home, so why do cars say that... I guarantee that the information and pictures Cuong sent are correct... If you are willing to come and look at the car, you will get a good price.",Toyota,Innova,2019.0,Toyota Innova 2.0E 2019 car,595000000,https://bonbanh.com/xe-toyota-innova-2.0e-2019-4848644
4894830,Domestic assembly,Used car,Sedan,"56,000 Km",White,Black,4-door,5-seat,Petrol	1.5 L,,Manual,FWD - Front-wheel drive,L/100Km,"The owner is selling Vios MT 2020 in original condition without taxi. Don't drill, punch or glue, just sew the original number. The standard odo car has 56,000 km and has never been flooded. How to draw documents, how to check.! The car is original to every screw. Please contact me for a good price",Toyota,Vios,2020.0,Toyota Vios 1.5E MT 2020,389000000,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2020-4894830
4839602,Imported,Used car,Sedan,0 Km,Red,gray,4-door,5-seat,Petrol	2.0 L,,Manual,FWD - Front-wheel drive,L/100Km," Mazda 626 Imported from Japan 1993, smooth engine. Owner transfers name comfortably. Contact: see car",Mazda,626,1993.0,Mazda 626 2.0 MT 1993,78000000,https://bonbanh.com/xe-mazda-626-2.0-mt-1993-4839602
4915876,Domestic assembly,Used car,Hatchback,"315,000 Km",Green,Grey,5-door,5-seat,Petrol	0.8 L,,Manual,FWD - Front-wheel drive,5	L/100Km, Selling any Spark or Ace car really needs to have a camera to monitor the journey,Chevrolet,Spark,2009.0,Chevrolet Spark LT 0.8 MT 2009,87000000,https://bonbanh.com/xe-chevrolet-spark-lt-0.8-mt-2009-4915876
4920422,Domestic assembly,Used car,Sedan,0 Km,Black,Yellow,4-door,5-seat,Petrol	1.6 L,,Manual,FWD - Front-wheel drive,L/100Km,"My family needs money so we need to urgently sell a Lacetti car made in 2009. My car is only used for my husband and me to go to work every day so it's still very nice. My family drives very little but maintains and changes oil regularly, so it's high quality. The quality is still very good. The interior, machinery, air conditioner and body are as beautiful as new. The car has a full reverse touchscreen. The radio speakers sound very good. In general, the car doesn't discuss anything about quality anymore, only negotiates on price.",Daewoo,Lacetti,2009.0,Daewoo Lacetti EX 2009 car,108000000,https://bonbanh.com/xe-daewoo-lacetti-ex-2009-4920422
