ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,fuel_system,transmission,drive_type,fuel_consumption,describe,brand,grade,year_of_manufacture,car_name,price,url
4890539,Domestic assembly,Used car,SUV,"50,000 Km",Red,Colorful,5-door,8-seat,Petrol	2.7 L,,Automatic,RFD - Rear-wheel drive,L/100Km," don't travel very often so I need to pass a license to my Toyota FORTUNER 2.7 GASOLINE engine, made in 2016, COLOR RED, less than 50,000 km, equipped with: Cam 360 and high-end Android screen (gotech), high-quality leather seats according to the car. , 8-way electric seats, auto air conditioning, vehicle-specific lights, convenient remote ignition smart key, interior LED, 2 pillow screens, tire pressure sensor, headliner, high-quality leather carpet and other utilities. Commitment to beautiful original car, no crashes or floods. Price 6xxSee Tan Phu - HCM bus",Toyota,Fortuner,2016.0,Toyota Fortuner 2.7V 4X2 AT 2016,590000000,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2016-4890539
4922048,Domestic assembly,New car,SUV,0 Km,White,Black,5-door,7-seat,Petrol	1.5 L,Electronic fuel injection,Automatic,FWD - Front-wheel drive,7	L/100Km," TOYOTA VELOZ TOP is equipped with modern technology: Wireless charging, Electronic handbrake, Smart key, 360 camera TOYOTA Safety Sense safety package Extremely attractive price when customers contact directly Hotline below => - Gifts and Genuine accessories - Support for vehicle registration and home delivery. - Installment loan up to 85% of vehicle value with maximum loan term of 8 years.",Toyota,Veloz,2023.0,Toyota Veloz Cross Top 1.5 CVT 2023,706000000,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2023-4922048
4861868,Imported,Used car,SUV,"75,000 Km",Yellow,Black,5-door,7-seat,Petrol	2.7 L,8,Automatic,4WD - Four-wheel drive (4WD),8	L/100Km," Toyota Prado version 2.7 is strong and durable, 2014 model, genuine maintenance and full options. Commitment to selling cars that have not been crashed or flooded with machinery that has not been opened, selling used cars with a genuine warranty and maintenance garage,",Toyota,Prado,2014.0,Toyota Prado TXL 2.7L 2014,1268000000,https://bonbanh.com/xe-toyota-prado-txl-2.7l-2014-4861868
4864186,Imported,Used car,SUV,"56,000 Km",Black,Black,5-door,7-seat,Petrol	2.7 L,,Automatic,4WD - Four-wheel drive (4WD),L/100Km," Prado 2.7VX 2018, personal name, city license plate, black/Odo black interior, 5.60,000 km Full history. —— The car is equipped with: Full LED lights, wash lights, auto on and off driver's seat, electric passenger seat, heated and heated seats. Screen, Rear Camera, Reverse Sensor Electronic Balance, 7 airbags Departure in 2nd gear, hill start assist Automatic air conditioning with 3 independent zones, air vents for all 3 rows of seats 6-speed gearbox , install electric bridge———Car does not crash, Does not flood, Sells car with warranty, Supports buying car in installments, Includes factory testing,.... If you need to contact us for more information. details!",Toyota,Prado,2018.0,Toyota Prado VX 2.7L 2018,1950000000,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2018-4864186
4840658,Imported,Used car,SUV,"200,000 Km",Green,Colorful,5-door,7-seat,Petrol	2.7 L,,Automatic,4WD - Four-wheel drive (4WD),13	L/100Km," I sell Parado TX. L 2015, original owner, moss green car, imported from Japan, never crashed or flooded, 20,000 miles",Toyota,Prado,2015.0,Toyota Prado TXL 2.7L 2015,1399000000,https://bonbanh.com/xe-toyota-prado-txl-2.7l-2015-4840658
4848475,Imported,Used car,Bán tải / Pickup,"68,000 Km",Black,gray,4-door,5-seat,Diesel	2.8 L,Electronic oil injection,Automatic,4WD - Four-wheel drive (4WD),8	L/100Km,"Toyota Hilux 2.8G 4x4 black, manufactured late 2019, extremely new car. Equipped with: high-quality leather interior, smart lock (star/stops), electric seats, integrated steering wheel, automatic throttle, automatic air conditioning two zones, headlights, automatic wipers, ABS, EBD brakes, DAC downhill assist, VSC electronic balance, HAC hill departure, touch screen, reversing camera, rear seat air vents, etc. one owner, very new, 95% original paint, brand new interior, all original car, car is in excellent condition",Toyota,Hilux,2019.0,Toyota Hilux 2.8G 4x4 AT 2019,765000000,https://bonbanh.com/xe-toyota-hilux-2.8g-4x4-at-2019-4848475
4875324,Imported,Used car,Van/Minivan,"15,000 Km",White,Black,5-door,7-seat,Petrol	3.5 L,,Automatic,FWD - Front-wheel drive,L/100Km," Toyota Alphard luxury produced 2021 and 2022 with 15,000 km and genuine 3-year warranty, please contact me. Thank you.",Toyota,Alphard,2021.0,Toyota Alphard Luxury Executive Lounge 2021 car,4350000000,https://bonbanh.com/xe-toyota-alphard-luxury-executive-lounge-2021-4875324
3366344,Imported,New car,SUV,0 Km,Red,Black,5-door,5-seat,Petrol	1.8 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota Corolla Cross 1.8V new version - ABS/EBD/BA brakes - Reverse and angle sensors - 7 airbags - Electronic stability control (VSC) - Traction control system (TRC) - Hill start assist (HAC) - Electronic brake (ECB) - Cam 360... Vehicles available for immediate delivery - Consulting on vehicle material insurance packages - Consulting on installation of ordering accessories with the vehicle - Vehicle delivery to the door for provincial customers - Flexible banking, quick approval of documents, preferential interest rates",Toyota,Corolla Cross,2023.0,Toyota Corolla Cross 1.8V 2023,860000000,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2023-3366344
4827509,Domestic assembly,New car,SUV,0 Km,Silver,Black,5-door,7-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km,"TOYOTA VELOZ 7-SEATER BOMB IN THE 7-SEATER CAR SEGMENT Equipped with a series of comfortable features, completely imported, meeting 5⭐ safety standards, Full LED headlights, automatic on and off. 1.5L engine, LED taillights, Leather seats with felt, Keys Smart, push-button start. Entertainment screen 9"" (Veloz Cross Top), 8"" (Veloz Cross) with 6 speakers. 7"" TFT multi-information screen 3 driving modes: Normal, Eco, Sport Automatic climate control Wireless charging Electronic handbrake Reverse sensor: 2 Reverse camera (Veloz Cross), 360 camera (Veloz Cross Top) Blind spot warning on BSM mirror, RCTA rear cross-traffic warning Color: Pearl white, Purple silver, Silver , Black, Red",Toyota,Veloz,2023.0,Toyota Veloz Cross 1.5 CVT 2023,625000000,https://bonbanh.com/xe-toyota-veloz-cross-1.5-cvt-2023-4827509
4855236,Imported,Used car,Hatchback,0 Km,Red,Black,5-door,5-seat,Petrol	1.5 L,VVTi,Automatic,FWD - Front-wheel drive,6	L/100Km," Yaris 1.5 AT for sale. Manufactured in 2011. Original car according to the manufacturer, see the car at my home",Toyota,Yaris,2011.0,Toyota Yaris 1.5 AT 2011,310000000,https://bonbanh.com/xe-toyota-yaris-1.5-at-2011-4855236
4901711,Imported,Used car,Sedan,"83,000 Km",Black,Grey,4-door,5-seat,Petrol	2.4 L,,Automatic,FWD - Front-wheel drive,L/100Km,"For sale Toyota Camry LE 2008 black automatic, imported from USA. The family car has traveled 83,000 km. Make sure the car has not crashed, the clock has not been rewinded, and the vehicle has not been flooded. The car's original interior is still very new. Front and rear lights, zin wheels, no modifications. Correct according to registration book. 4 new Michelin covers. Original engine with no defects. The base is sturdy. The car runs extremely smoothly. The car is equipped with Cruise control, sunproof, remote key (2 keys). Saigon license plate. Refund if not as committed.",Toyota,Camry,2008.0,Toyota Camry LE 2.4 2008,415000000,https://bonbanh.com/xe-toyota-camry-le-2.4-2008-4901711
4903160,Domestic assembly,Used car,Crossover,"84,000 Km",Black,Brown,5-door,8-seat,Petrol	2.0 L,,Automatic,RFD - Rear-wheel drive,9	L/100Km, Take the family car. I don't need it now so I need to sell it. Looking forward to finding someone of good will,Toyota,Innova,2018.0,Toyota Innova 2.0 Venturer 2018,650000000,https://bonbanh.com/xe-toyota-innova-2.0-venturer-2018-4903160
4888434,Domestic assembly,Used car,SUV,0 Km,Silver,Yellow,5-door,8-seat,Petrol	2.7 L,gasoline,Automatic,RFD - Rear-wheel drive,10	L/100Km,"Toyota Fortuner 2013 std 2.7V, 7 seats, absolute Zin gasoline engine - Car equipped with full options: Cast wheels, new tires, underbody lights, turn warning, side steps,... - High quality leather interior + electric adjustment, screen combined with reversing camera, safety airbags, steering wheel with integrated buttons, two-way air conditioning, ABS brakes, charging pipe, USB jack, electric mirrors + Auto power steering..",Toyota,Fortuner,2013.0,Toyota Fortuner 2.7V 4x2 AT 2013,465000000,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2013-4888434
4902416,Domestic assembly,Used car,SUV,"100,000 Km",White,Black,5-door,8-seat,Petrol	2.7 L,,Automatic,4WD - Four-wheel drive (4WD),L/100Km," Toyota Fortuner 2016 TRO sprotivo version with license plate 60. Extremely well maintained by original owner. Fully equipped with line amenities. Salon writes a 1-year warranty commitment. Car has no accidents, no flooding. No engine repairs. No cold fines. 100% refund if any errors are found.",Toyota,Fortuner,2016.0,Toyota Fortuner TRD Sportivo 4x4 AT 2016,610000000,https://bonbanh.com/xe-toyota-fortuner-trd-sportivo-4x4-at-2016-4902416
1733151,Domestic assembly,New car,Crossover,0 Km,Red,Grey,5-door,8-seat,Petrol	2.0 L,,Automatic,RFD - Rear-wheel drive,L/100Km,"Innova Venturner red, 100% new - DUAL VVTI Engine, 6-Speed Automatic Transmission - Completely new exterior design - Electronic balance, Hill assist. - Equipped with 6-speaker DVD audio.... Call now to get good prices: Promotions updated every dayConsultation on vehicle insurance packagesConsultation on installation of car accessory packagesCar delivery to provincial customersImmediate vehicle deliveryFlexible banking, quick approval of documents, preferential interest rates WHEN SIGNING THE CONTRACT YOU WILL ALSO RECEIVE THE FOLLOWING GIFTS: Car cover Fuel voucher Sunshade in the car Premium Toyota umbrella Foot mat (car floor tappi) Music CD File case",Toyota,Innova,2023.0,Toyota Innova Venturer 2.0 AT 2023,885000000,https://bonbanh.com/xe-toyota-innova-venturer-2.0-at-2023-1733151
4577366,Domestic assembly,Used car,Sedan,"26,000 Km",Sand,Cream,4-door,5-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km,"PHUC DUONG AUTO SELLING TOYOTA VIOS 2019 - SAND COLOR - 26,000KM. Family car bought by the original owner from the beginning, genuine warranty. Cream interior, high quality leather seats. VCD screen, ze sensor, car with low mileage, Family takes good care of it, still like new. Anyone who wants to see the car will be satisfied immediately. Bank loan support up to 60% of car value.",Toyota,Vios,2019.0,Toyota Vios 1.5G 2019,490000000,https://bonbanh.com/xe-toyota-vios-1.5g-2019-4577366
4919301,Imported,Used car,SUV,"8,000 Km",White,Black,5-door,7-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km," Toyota Veloz Top production 2022 also imports Indonesian cars. Odo 8000km, Full car paint, handheld province license plate. Equipment: Led, L-shaped light strip like Audi, 9 inch screen, start/stop, 6 speakers.",Toyota,Veloz,2022.0,Toyota Veloz Cross Top 1.5 CVT 2022,688000000,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2022-4919301
4872942,Imported,Used car,Sedan,"30,000 Km",White,Black,4-door,5-seat,Petrol	2.5 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Camry 2.5Q 2020, imported from Thailand Odo 30,000 km (full brand history, original tires with car) Vehicle equipped with TRD sport bodykit, Lexus style rear lights. Full LED light cluster, auto on and off 4 electric seats, seats 2-position memory steering Electric adjustable outside rearview mirror, auto folding, lane departure warning system Auto interior rearview mirror 4-way electric adjustable steering wheel with integrated audio control buttons, multi-information screen adjustment Cruisecontrol automatic throttle Air conditioning 3 independent zones automatic Start/stop starter 3 Eco Normal Sport driving modes Electronic handbrake / auto hold Sunroof, JBL sound system Integrated rear armrest Electric seat adjustment, air conditioning, rear curtain adjustment, sound system adjustment original car, no accident, no flood.",Toyota,Camry,2020.0,Toyota Camry 2.5Q 2020,1080000000,https://bonbanh.com/xe-toyota-camry-2.5q-2020-4872942
4876981,Domestic assembly,Used car,Sedan,0 Km,Black,Sand,4-door,5-seat,Petrol	1.8 L,,Automatic,FWD - Front-wheel drive,9	L/100Km," The owner is selling a 2013 Corolla altis. The car is running loudly, call to check the car's quality.",Toyota,Corolla altis,2013.0,Toyota Corolla altis 1.8G AT 2013,440000000,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2013-4876981
4850733,Domestic assembly,Used car,Crossover,"35,000 Km",Black,Brown,5-door,8-seat,Petrol	2.0 L,,Automatic,RFD - Rear-wheel drive,10	L/100Km," Innova Venturer SX 2020 for sale. Registered January 2021. Family car. Owned by Hai Phong from the beginning. 7 airbags LED ceiling lights 2-zone automatic air conditioning Car-based touch screen with integrated Apple Carplay, Android Auto Electric tailgate with automatic electric liftgate",Toyota,Innova,2020.0,Toyota Innova Venturer 2.0 AT 2020,800000000,https://bonbanh.com/xe-toyota-innova-venturer-2.0-at-2020-4850733
4864532,Imported,Used car,SUV,"60,000 Km",Brown,Brown,5-door,8-seat,Petrol	2.7 L,,Automatic,4WD - Four-wheel drive (4WD),L/100Km," Fortuner 2019 imported 2-wheel drive gasoline engine Odo 60,000 km original Commitment that the car will not crash or be damaged Check the brand according to customer requirements Anyone interested should contact us",Toyota,Fortuner,2019.0,Toyota Fortuner 2.7V 4x4 AT 2019,910000000,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x4-at-2019-4864532
4649516,Domestic assembly,Used car,Sedan,"90,000 Km",Black,Cream,4-door,5-seat,Petrol	1.8 L,Electronic fuel injection,Automatic,FWD - Front-wheel drive,6	L/100Km," Family car for sale Toyota Altis 1.8G-2011 with Hanoi license plate, original car. Guaranteed not to be flooded, engine and chassis are original, very nice interior and exterior.",Toyota,Corolla altis,2011.0,Toyota Corolla altis 1.8G AT 2011,390000000,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2011-4649516
4876727,Imported,Used car,SUV,"59,000 Km",Black,Black,5-door,8-seat,Petrol	4.6 L,,Automatic,AWD - 4-wheel drive (AWD),L/100Km," Toyota Land Cruiser VX 4.6 V8 for sale. Committed to original car quality, beautiful car with no defects. Comfortable inspection. Contact directly to view the car and discuss prices",Toyota,Land Cruiser,2019.0,Toyota Land Cruiser VX 4.6 V8 2019,3950000000,https://bonbanh.com/xe-toyota-land_cruiser-vx-4.6-v8-2019-4876727
4466258,Imported,New car,SUV,0 Km,White,Black,5-door,7-seat,Petrol	1.5 L,Electronic multi-channel fuel injection,Automatic,FWD - Front-wheel drive,6	L/100Km,"SUPER PRODUCT TOYOTA VELOZ 2023 IMPORTED ORIGINAL CAR IMMEDIATELY DELIVERED WHITE COLOR VERSION VELOZ CROSS 656 T‍Equipped with a series of comfort features, completely imported, meets 5-star safety standards.‍Full LED headlights, automatic on and off.‍Automatic 1.5L engine‍LED taillights‍Leather and felt seats‍Smart key, push button start.‍Entertainment screen, 8"" (Veloz Cross) with 6 speakers.‍7"" TFT multi-information screen‍3 driving modes: Normal, Eco, Sport‍Charging wirelessContact Toyota Nankai Hai Phong to receive the most accurate information",Toyota,Veloz,2023.0,Toyota Veloz Cross Top 1.5 CVT 2023,656000000,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2023-4466258
4575768,Domestic assembly,New car,Sedan,0 Km,Sand,Cream,4-door,5-seat,Petrol	1.5 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Buying a VIOS G 2023 this month, customers will receive an extremely SHOCKING promotion program. Newly changed car with a more dynamic and personality front end. COS headlight system, full LED and automatic fog. New glossy black steering wheel. Self-cleaning doors. when running 20km/h 7 safety airbags, 4 disc brakes Leather seat interior, DVD screen Sensors around the car, Reverse cam.... 1 - Installment sale - Receive Bad Debt File Processing Preferential interest rates according to the Bank 2 - Free heat-insulating glass stickers for the entire vehicle 3 - Body and body insurance support 4 - Free dash cam 5 - Free premium leather floor covering 6 - Free 2 engine oil changes 7 - Support Register for free registration nationwideContact 24/ 7 (Call or - Text Zalo to get the best quote)",Toyota,Vios,2023.0,Toyota Vios G 1.5 CVT 2023,542000000,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2023-4575768
4914545,Imported,Used car,Sedan,"18,000 Km",White,Cream,4-door,5-seat,Petrol	2.0 L,,Automatic,FWD - Front-wheel drive,L/100Km," New AUTO LATCH for sale immediately: Toyota Camry 2.0 G Production 2019 ODO 1.8 thousand km, Imported from Thailand. Documents are ready in hand, press the ACE sign to connect with customers to sell. Thanks! Where is the best price? This will be better. The price is very flexible as long as the car can be drifted.",Toyota,Camry,2019.0,Toyota Camry 2.0G 2019,850000000,https://bonbanh.com/xe-toyota-camry-2.0g-2019-4914545
4885421,Imported,Used car,SUV,"15,000 Km",White,Black,5-door,5-seat,Hybrid	1.8 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota Corolla Cross 1.8 Hybrid 2021, White. Car imported from Thailand, registered to private name - Max Dep - Odo original 15,000 Km! Gasoline fuel combined with electricity. Vehicle equipped with: Start/Stop, steering wheel with integrated controls, screen, CAM 360, sensors, air conditioning, airbags, electric seats, electric trunk, sunroof, PCS, LDA , ABS, peripheral connection,.. and many other utilities. Commitment to customers in writing when buying a car: - Commitment to original car not being crashed or flooded - Many warranties - Support All loan procedures, name transfer, preferential interest rates Prestige is our survival!",Toyota,Corolla Cross,2021.0,Toyota Corolla Cross 1.8HV 2021,923000000,https://bonbanh.com/xe-toyota-corolla_cross-1.8hv-2021-4885421
4924305,Imported,Used car,Sedan,"8,000 Km",Black,Cream,4-door,5-seat,Petrol	2.0 L,,Automatic,FWD - Front-wheel drive,L/100Km," Newly arrived Toyota Camry 2.0Q 2022, super beautiful - Black color/cream interior - Car with low mileage: 8,000km, car quality is like new - 2.0Q Full Options version - Manufactured in 2022, imported from Thailand - Genuine warranty until 2027 - Guaranteed beautiful car, No Accidents, No Flooding, Correct km meter Hello Hiep to see the car!",Toyota,Camry,2022.0,Toyota Camry 2.0Q 2022,1140000000,https://bonbanh.com/xe-toyota-camry-2.0q-2022-4924305
4872918,Imported,Used car,SUV,"26,000 Km",Black,Cream,5-door,7-seat,Petrol	2.7 L,,Automatic,4WD - Four-wheel drive (4WD),L/100Km, Toyota Prado Vx 2021 privately owned hanoi beach with 2.60 thousand km run. The color is black and cream.ACE connects with customers to sell. Thanks!,Toyota,Prado,2021.0,Toyota Prado VX 2.7L 2021,2650000000,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-4872918
4882169,Imported,New car,SUV,0 Km,Black,Black,5-door,7-seat,Petrol	3.4 L,,Automatic,AWD - 4-wheel drive (AWD),L/100Km,"Toyota Landcruiser LC300 spot car imported 100% new 2023. The latest version has HUD, distance radar, 360 cam, lane departure warning, ionizing air conditioning, reverse brake support, sunroof, R20 wheels, trunk Electricity, seat memory, JBL sound system ...- Support vehicle delivery and registration nationwide - Support vehicle exchange Good price",Toyota,Land Cruiser,2023.0,Toyota Land Cruiser 3.5 V6 2023,4286000000,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2023-4882169
4891810,Imported,Used car,Bán tải / Pickup,"38,856 Km",Red,Black,4-door,5-seat,Diesel	2.4 L,,Automatic,RFD - Rear-wheel drive,L/100Km," The vehicle meets 5 gold criteria and 143 standard inspection items, committed in writing and stamped with the red stamp of Anycar Vietnam: no collision affecting the structural chassis; no flooding or water damage; original engine; original transmission; Legal documents are safe, ready to transfer. - 100% immediate refund if within 7 days the commitment is found to be wrong. - Free membership card of 2.3 million - Vehicles sold have a 3 month or 6 month warranty. : engine + gearbox at the service workshop according to Japanese standards.",Toyota,Hilux,2021.0,Toyota Hilux 2.4L 4x2 AT 2021,685000000,https://bonbanh.com/xe-toyota-hilux-2.4l-4x2-at-2021-4891810
4834592,Imported,Used car,SUV,0 Km,Red,Black,5-door,5-seat,Petrol	1.8 L,,Automatic,FWD - Front-wheel drive,7	L/100Km, Corolla Cross V red 2020: (bs: 72A-462.xx),Toyota,Corolla Cross,2020.0,Toyota Corolla Cross 1.8V 2020,790000000,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2020-4834592
4837055,Domestic assembly,Used car,Crossover,"50,000 Km",Brown,Cream,5-door,8-seat,Petrol	2.0 L,,Automatic,RFD - Rear-wheel drive,L/100Km," 100% family car bought new from scratch. - Innova 2.0G Automatic - Manufactured: 2013 - Odo: 50,000 Km (100% correct) - Golden brown color - License plate: 51A- Tphcm See the car directly at your home as shown in the picture and negotiate the price with Sao Mai to clearly see the true quality of a nice car with low mileage.",Toyota,Innova,2013.0,Toyota Innova 2.0G 2013,405000000,https://bonbanh.com/xe-toyota-innova-2.0g-2013-4837055
4821284,Imported,Used car,Hatchback,"45,000 Km",Red,Colorful,5-door,5-seat,Petrol	1.3 L,,Automatic,FWD - Front-wheel drive,6	L/100Km,"YARIS 1.3G AT production 2016 private name 1 owner from new, full 03 key keys, leather seats, 3M film, reverse cam screen, cruise cam, thick tires all over, newly inspected registration, spare tires Lower, dual lights, auto air conditioning, integrated volang. “Nothing is naturally cheap. If it's cheap, there's no beautiful car, if it's beautiful, there's no cheap""*5 GOLDEN CRITERIA At VINH CUONG AUTO1.The car has no accidents.2.The car has not had the engine and gearbox overhauled.3.The car has no water damage 4. Vehicle is not fined. 5. Valid vehicle documents, eligible to buy, sell, transfer title. * REFUND IF WRONG 5 GOLDEN CRITERIA Bank support up to 75%. Lifetime security warranty. Support to withdraw original documents when buying a car. Consulting and support on car care.",Toyota,Yaris,2016.0,Toyota Yaris 1.3G 2016,468000000,https://bonbanh.com/xe-toyota-yaris-1.3g-2016-4821284
4280870,Imported,New car,Sedan,0 Km,Green,Cream,4-door,5-seat,Petrol	1.8 L,,Automatic,FWD - Front-wheel drive,L/100Km,"Toyota Corolla Altis 1.8G new version - Attractive promotions from dealers - Cars of all colors - Cars available for immediate delivery, support installment payments with preferential interest rates - Support home delivery ***Vehicles are available Strong and luxurious design: automatic full LED headlights, automatic high beams, electronic handbrake, auto hold, 2-zone automatic air conditioning, 9-inch touch screen with wireless phone connection, Pre-collision warning, lane departure warning, tire pressure sensor...",Toyota,Corolla altis,2023.0,Toyota Corolla altis 1.8G 2023,719000000,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-2023-4280870
